Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",A1BG,Alpha-1B-glycoprotein,42009,211,2.45 [1.13-5.33],0.0236368490394922
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AAMDC,Mth938 domain-containing protein,40830,208,0.89 [0.69-1.14],0.3505004424011764
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AARSD1,Alanyl-tRNA editing protein Aarsd1,48027,249,0.91 [0.74-1.12],0.3655193699876025
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ABCA2,ATP-binding cassette sub-family A member 2,40571,208,1.47 [1.07-2.04],0.0184275827596865
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ABHD14B,Protein ABHD14B,47722,245,0.96 [0.79-1.17],0.7108121371153688
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ABL1,Tyrosine-protein kinase ABL1,48027,249,1.02 [0.86-1.20],0.8157250443992533
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ABO,Histo-blood group ABO system transferase,41985,213,1.00 [0.92-1.10],0.9716057436202165
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ABRAXAS2,BRISC complex subunit Abraxas 2,40571,208,0.97 [0.79-1.19],0.7703101599262122
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",47121,246,1.15 [1.01-1.31],0.0380070606899852
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",41185,204,1.24 [1.07-1.43],0.0038255483425147
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",41944,212,1.00 [0.86-1.15],0.95022940875967
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACAN,Aggrecan core protein,47787,241,1.09 [0.72-1.63],0.6860666204481064
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACE,Angiotensin-converting enzyme,41985,213,1.28 [0.78-2.09],0.329238892522395
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACE2,Angiotensin-converting enzyme 2,47358,239,1.47 [1.22-1.78],7.113020987976356e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACHE,Acetylcholinesterase,41013,205,1.21 [0.82-1.79],0.3374506468393483
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ACOT13,Acyl-coenzyme A thioesterase 13,41765,210,1.06 [0.94-1.19],0.3387005183686228
