Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastric ulcer,A1BG,Alpha-1B-glycoprotein,33917,257,2.12 [1.04-4.32],0.0398333782194157
Chapter XI Diseases of the digestive system,Gastric ulcer,AAMDC,Mth938 domain-containing protein,32992,246,0.99 [0.78-1.24],0.9061249905507064
Chapter XI Diseases of the digestive system,Gastric ulcer,AARSD1,Alanyl-tRNA editing protein Aarsd1,38748,308,0.92 [0.76-1.10],0.3455699594170791
Chapter XI Diseases of the digestive system,Gastric ulcer,ABCA2,ATP-binding cassette sub-family A member 2,32772,244,1.02 [0.72-1.43],0.9294293496890084
Chapter XI Diseases of the digestive system,Gastric ulcer,ABHD14B,Protein ABHD14B,38489,303,0.83 [0.70-1.00],0.0501604466097526
Chapter XI Diseases of the digestive system,Gastric ulcer,ABL1,Tyrosine-protein kinase ABL1,38748,308,0.96 [0.82-1.12],0.577257649994031
Chapter XI Diseases of the digestive system,Gastric ulcer,ABO,Histo-blood group ABO system transferase,33901,255,0.89 [0.82-0.96],0.0049793410314692
Chapter XI Diseases of the digestive system,Gastric ulcer,ABRAXAS2,BRISC complex subunit Abraxas 2,32772,244,0.86 [0.71-1.04],0.120786783897762
Chapter XI Diseases of the digestive system,Gastric ulcer,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",37995,301,1.14 [1.01-1.29],0.0312236533760042
Chapter XI Diseases of the digestive system,Gastric ulcer,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",33266,253,1.04 [0.88-1.23],0.6217630102327935
Chapter XI Diseases of the digestive system,Gastric ulcer,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",33886,253,1.00 [0.87-1.14],0.9665893001931316
Chapter XI Diseases of the digestive system,Gastric ulcer,ACAN,Aggrecan core protein,38497,303,0.92 [0.64-1.33],0.6717376474070899
Chapter XI Diseases of the digestive system,Gastric ulcer,ACE,Angiotensin-converting enzyme,33901,255,0.99 [0.63-1.54],0.9609657442982972
Chapter XI Diseases of the digestive system,Gastric ulcer,ACE2,Angiotensin-converting enzyme 2,38196,298,1.35 [1.14-1.60],0.0006780388114198
Chapter XI Diseases of the digestive system,Gastric ulcer,ACHE,Acetylcholinesterase,33143,254,1.10 [0.77-1.56],0.6075287536713423
