Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,A1BG,Alpha-1B-glycoprotein,38392,119,1.34 [0.48-3.77],0.5794387986612639
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,AAMDC,Mth938 domain-containing protein,37327,120,0.92 [0.66-1.28],0.6243226773037605
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,AARSD1,Alanyl-tRNA editing protein Aarsd1,43934,135,1.24 [0.95-1.62],0.1059883719935049
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABCA2,ATP-binding cassette sub-family A member 2,37066,114,1.09 [0.67-1.77],0.7340736905649012
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABHD14B,Protein ABHD14B,43629,137,1.08 [0.83-1.41],0.5786588708364434
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABL1,Tyrosine-protein kinase ABL1,43934,135,0.99 [0.79-1.24],0.9061110957177224
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABO,Histo-blood group ABO system transferase,38371,118,0.97 [0.86-1.10],0.6651460644584458
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ABRAXAS2,BRISC complex subunit Abraxas 2,37066,114,0.95 [0.72-1.25],0.7114381340648293
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",43058,134,1.08 [0.90-1.29],0.4060098970264545
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",37640,115,1.10 [0.88-1.38],0.3891519223545772
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",38349,119,1.03 [0.85-1.26],0.7284473588027902
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACAN,Aggrecan core protein,43707,136,1.32 [0.77-2.25],0.3178945422586868
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACE,Angiotensin-converting enzyme,38371,118,1.45 [0.75-2.80],0.2713911340374946
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACE2,Angiotensin-converting enzyme 2,43297,134,1.29 [1.00-1.67],0.0542070006014575
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACHE,Acetylcholinesterase,37500,113,0.68 [0.39-1.18],0.1710289607562268
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACOT13,Acyl-coenzyme A thioesterase 13,38177,119,1.00 [0.86-1.17],0.9666548032692036
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,44122,138,1.11 [0.83-1.47],0.494877502698946
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACP1,Low molecular weight phosphotyrosine protein phosphatase,37219,114,0.94 [0.63-1.41],0.7752354280397942
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACP5,Tartrate-resistant acid phosphatase type 5,44312,137,1.59 [1.01-2.48],0.0435425218240116
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACP6,Lysophosphatidic acid phosphatase type 6,44434,139,0.92 [0.75-1.14],0.4560225096790553
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACRBP,Acrosin-binding protein,38164,118,0.84 [0.52-1.35],0.4710969005794515
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACRV1,Acrosomal protein SP-10,37219,114,0.83 [0.64-1.07],0.1464812212517525
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,37066,114,1.18 [0.76-1.84],0.4654127111362235
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACTA2,"Actin, aortic smooth muscle",43297,134,1.36 [1.02-1.81],0.0373853380124672
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACTN2,Alpha-actinin-2,37066,114,1.67 [1.33-2.09],9.502735745243206e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACTN4,Alpha-actinin-4,43281,132,0.88 [0.52-1.47],0.6207337712602148
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACVRL1,Serine/threonine-protein kinase receptor R3,43703,137,1.74 [1.01-3.01],0.0471440745314049
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACY1,Aminoacylase-1,44122,138,1.03 [0.81-1.31],0.7975755697288017
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,37066,114,1.42 [1.06-1.92],0.0200345217785094
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ACYP1,Acylphosphatase-1,37352,113,1.10 [0.84-1.45],0.4780538277599483
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADA,Adenosine deaminase,44596,140,1.25 [0.84-1.87],0.2672822510148033
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADA2,Adenosine deaminase 2,43873,130,1.50 [1.06-2.10],0.0207659680807915
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,37219,114,1.46 [0.97-2.19],0.069631277333667
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,43297,134,1.13 [0.69-1.85],0.6306143360170322
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,43776,137,1.06 [0.69-1.62],0.7949086052208809
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,44596,140,1.29 [0.83-2.01],0.2552317916580785
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,44423,138,1.53 [0.93-2.52],0.0962610100002975
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,38177,119,1.10 [0.62-1.96],0.7440895259459896
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,37219,114,0.85 [0.47-1.55],0.6018019794511276
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,44663,139,0.48 [0.26-0.87],0.0166556064734685
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,43934,135,1.13 [0.79-1.61],0.5152781084202209
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,43297,134,0.87 [0.52-1.47],0.6102983191822796
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,37219,114,1.07 [0.65-1.76],0.8049571183779869
