Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
KIFBP,KIF-binding protein,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,28889,879,0.85 [0.79-0.92],2.561143993459125e-05
KIFBP,KIF-binding protein,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,42535,185,0.70 [0.60-0.81],2.5494126701605336e-06
KIFBP,KIF-binding protein,Chapter XI Diseases of the digestive system,Diseases of liver,49612,250,0.77 [0.68-0.88],8.898323153490396e-05
