"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-71240","R-HSA-71240","Tryptophan catabolism","1/1","14/10891",0.00128546506289595,0.0025709301257919,NA,"KYNU",1
"R-HSA-71291","R-HSA-71291","Metabolism of amino acids and derivatives","1/1","374/10891",0.034340280965935,0.034340280965935,NA,"KYNU",1
