"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-1475029","R-HSA-1475029","Reversible hydration of carbon dioxide","1/1","12/10891",0.00110182719676799,0.00119364612983186,NA,"CA4",1
"R-HSA-1237044","R-HSA-1237044","Erythrocytes take up carbon dioxide and release oxygen","1/1","13/10891",0.00119364612983186,0.00119364612983186,NA,"CA4",1
"R-HSA-1480926","R-HSA-1480926","O2/CO2 exchange in erythrocytes","1/1","13/10891",0.00119364612983186,0.00119364612983186,NA,"CA4",1
