"Unnamed: 0","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","3/24","29/10891",3.30906846421003e-05,0.00172071560138921,0.00121913048681422,"TNFSF13/TNFRSF17/EDAR",3
"R-HSA-5668541","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","3/24","102/10891",0.00139921681790751,0.0363796372655953,0.0257750466456647,"TNFSF13/TNFRSF17/EDAR",3
