Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,17609,718,1.00 [0.86-1.17],0.9899415408057703
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,17036,204,1.12 [0.85-1.49],0.4197558935404571
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,19454,120,1.04 [0.72-1.50],0.8408221477753722
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,13116,676,1.05 [0.89-1.23],0.5940610357298395
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,19417,83,1.05 [0.67-1.63],0.8306540457265359
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,17660,74,0.90 [0.56-1.45],0.6656096335950299
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",20308,82,1.04 [0.66-1.62],0.8742343715876474
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,20322,57,0.98 [0.57-1.68],0.931422712059572
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,17304,47,1.40 [0.81-2.43],0.2245348379171722
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,19498,102,0.86 [0.57-1.29],0.4609518531125584
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Other septicaemia,19464,68,0.71 [0.42-1.18],0.1834509922302509
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,20374,52,1.29 [0.76-2.19],0.3472328332417215
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Other viral diseases,20404,63,1.13 [0.69-1.84],0.6266930911435602
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",20396,55,1.13 [0.67-1.91],0.6426679209769117
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Mycoses,20112,36,1.00 [0.51-1.97],0.9897233386497816
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",19333,338,0.98 [0.78-1.22],0.8524664312427822
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,19123,128,0.95 [0.66-1.36],0.777675435899928
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,19229,234,0.96 [0.74-1.26],0.7893311200466888
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",15957,65,1.05 [0.64-1.74],0.8433415530655649
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",15929,37,0.85 [0.43-1.69],0.6486631899751312
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",16115,223,0.90 [0.68-1.18],0.4368121578196701
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)",16121,229,0.92 [0.70-1.21],0.551043420601945
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",16090,198,1.13 [0.85-1.51],0.3894090278591997
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",15938,46,0.99 [0.54-1.79],0.9651586981514462
GORASP2,Golgi reassembly-stacking protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18186,450,0.97 [0.80-1.18],0.7865228081156124
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",19093,326,1.01 [0.80-1.26],0.9451195713661334
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,19867,111,1.08 [0.74-1.58],0.6885007221666859
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",20436,115,0.78 [0.53-1.16],0.2251472538591648
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Benign neoplasm: Rectum,20135,67,1.04 [0.64-1.70],0.8801216299371513
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,20441,57,1.27 [0.76-2.12],0.3654516310714071
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Benign neoplasm: Stomach,20483,40,0.97 [0.51-1.84],0.9268202068126904
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Benign lipomatous neoplasm,20200,266,0.85 [0.66-1.10],0.2223013633211351
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,20451,96,0.92 [0.60-1.39],0.6815932988870295
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,20458,61,0.72 [0.42-1.23],0.2327440574954128
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",20422,30,0.97 [0.46-2.04],0.938982950438098
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,"Haemangioma, any site",20425,30,0.97 [0.46-2.04],0.9395106145189522
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Melanocytic naevi,20353,105,0.92 [0.62-1.37],0.687652498967541
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,20471,43,1.18 [0.65-2.14],0.5767879508449053
GORASP2,Golgi reassembly-stacking protein 2,Chapter II Neoplasms,Other benign neoplasms of skin,20376,115,0.83 [0.56-1.22],0.3355824363926727
GORASP2,Golgi reassembly-stacking protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,19498,95,1.24 [0.83-1.85],0.3040139959125145
GORASP2,Golgi reassembly-stacking protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,19180,201,1.08 [0.82-1.43],0.5840994227129528
GORASP2,Golgi reassembly-stacking protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,19180,201,1.08 [0.82-1.43],0.5840994227129528
GORASP2,Golgi reassembly-stacking protein 2,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),17268,419,0.93 [0.76-1.14],0.5032674470406977
GORASP2,Golgi reassembly-stacking protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,20048,36,nan [nan-nan],
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,20274,50,1.17 [0.68-2.04],0.5681338326015164
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,16054,1187,0.94 [0.83-1.07],0.361632679003004
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,19902,156,1.17 [0.86-1.61],0.3188820674884137
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes,18071,111,0.85 [0.57-1.26],0.4151578899065552
GORASP2,Golgi reassembly-stacking protein 2,Chapter IX Diseases of the circulatory system,Peripheral artery disease,19333,141,0.71 [0.49-1.02],0.0668601488227257
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 1 diabetes without complications,18060,100,0.76 [0.50-1.15],0.1912801978327043
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,18531,571,1.01 [0.85-1.21],0.903598152988185
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,18515,555,1.00 [0.84-1.20],0.9747922842211304
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,18985,143,0.83 [0.56-1.23],0.3432803389012351
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",18986,143,0.83 [0.56-1.23],0.3523128171260057
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,15927,1060,0.90 [0.79-1.03],0.1352227473712304
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",15012,145,0.76 [0.53-1.08],0.1266641467810067
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,15845,978,0.91 [0.79-1.05],0.200107441827231
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,14906,39,1.65 [0.93-2.90],0.0849303603526883
GORASP2,Golgi reassembly-stacking protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases","Other disorders of fluid, electrolyte and acid-base balance",14948,81,1.07 [0.69-1.66],0.7716118948426854
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,Any mental disorder,17429,596,1.15 [0.97-1.37],0.1002332556830604
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",17141,308,1.03 [0.81-1.31],0.8337671216035063
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,"Mental and behavioural disorders due to alcohol, excluding acute intoxication",20010,233,1.04 [0.80-1.36],0.7651950179275157
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",20078,178,1.08 [0.80-1.47],0.612422607008418
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,Acute alcohol intoxication,18663,72,0.86 [0.53-1.40],0.5550487106751115
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,"Acute alcohol intoxication, ICD10",20366,72,0.84 [0.52-1.36],0.4779357370474703
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,"Alcohol abuse, main dg, excluding more controls",16905,72,0.85 [0.52-1.38],0.5078096886437868
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,Alcohol dependence,18693,102,0.82 [0.54-1.25],0.3534006381458469
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,Smoking dependency,18679,79,1.29 [0.82-2.01],0.2680652399233195
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,"Schizophrenia or delusion, excluding more controls",16893,60,1.05 [0.63-1.76],0.8430026826080037
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",17055,222,1.25 [0.96-1.62],0.0972669164508719
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,Depression,19490,190,1.32 [1.00-1.74],0.0529144573322534
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,Depression or dysthymia,16828,168,1.28 [0.95-1.73],0.0990970115446283
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",16922,89,0.96 [0.62-1.49],0.8642815725926317
GORASP2,Golgi reassembly-stacking protein 2,Chapter V Mental and behavioural disorders,Other anxiety disorders,19624,47,0.77 [0.42-1.42],0.4029826983850095
GORASP2,Golgi reassembly-stacking protein 2,Chapter VI Diseases of the nervous system,Neurological diseases,17481,1136,0.95 [0.83-1.07],0.3929729423644728
GORASP2,Golgi reassembly-stacking protein 2,Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,15746,74,0.89 [0.55-1.42],0.623034630749542
GORASP2,Golgi reassembly-stacking protein 2,Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,20393,55,0.74 [0.43-1.30],0.2986925465493893
