Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,17102,706,1.20 [0.99-1.46],0.0684557238609153
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,16556,199,1.50 [1.13-1.97],0.0043161368917153
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,18888,120,0.97 [0.57-1.65],0.9064923392732596
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,12728,658,1.14 [0.92-1.40],0.2383846088442642
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,18852,84,0.87 [0.44-1.71],0.6839529595424692
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,17162,69,1.26 [0.72-2.20],0.4246484159660952
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",19719,83,0.87 [0.44-1.71],0.6886906100195068
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,19730,56,0.90 [0.40-2.03],0.8071250090084754
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,16810,47,0.37 [0.13-1.10],0.0748127785671118
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,18933,97,1.08 [0.62-1.87],0.7875757605417685
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other septicaemia,18900,64,1.33 [0.76-2.32],0.3109825083676085
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,19786,50,1.12 [0.53-2.39],0.7601722721875215
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other viral diseases,19808,62,1.27 [0.69-2.34],0.440644548591073
