Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,A1BG,Alpha-1B-glycoprotein,14755,725,1.67 [1.11-2.51],0.013597586201205
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AAMDC,Mth938 domain-containing protein,14372,702,0.85 [0.74-0.98],0.0252042167925746
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AARSD1,Alanyl-tRNA editing protein Aarsd1,16770,828,0.92 [0.82-1.03],0.1398767602829505
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ABCA2,ATP-binding cassette sub-family A member 2,14233,696,1.29 [1.05-1.57],0.0127664657802116
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ABHD14B,Protein ABHD14B,16649,831,0.89 [0.80-1.00],0.0518028519343207
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ABL1,Tyrosine-protein kinase ABL1,16770,828,0.98 [0.89-1.08],0.7136792719814248
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ABO,Histo-blood group ABO system transferase,14747,729,0.98 [0.93-1.03],0.3894569096782804
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ABRAXAS2,BRISC complex subunit Abraxas 2,14233,696,0.97 [0.86-1.09],0.587984799081642
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",16468,809,1.06 [0.98-1.14],0.1702515070040205
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",14481,712,1.09 [0.99-1.20],0.0819977974468694
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",14742,725,1.01 [0.93-1.10],0.8102602821510871
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACAN,Aggrecan core protein,16667,831,0.89 [0.71-1.11],0.3029986418266139
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACE,Angiotensin-converting enzyme,14747,729,1.08 [0.83-1.40],0.57431083101645
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ACE2,Angiotensin-converting enzyme 2,16527,812,1.18 [1.06-1.32],0.0026181139151614
