Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,A1BG,Alpha-1B-glycoprotein,12597,350,0.95 [0.53-1.68],0.8498908673996481
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,AAMDC,Mth938 domain-containing protein,12274,332,1.07 [0.87-1.31],0.5162402903241642
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,AARSD1,Alanyl-tRNA editing protein Aarsd1,14286,395,1.08 [0.92-1.27],0.3308879902756391
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ABCA2,ATP-binding cassette sub-family A member 2,12139,333,1.26 [0.95-1.66],0.1048372813753477
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ABHD14B,Protein ABHD14B,14194,392,1.04 [0.89-1.22],0.6242157645266644
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ABL1,Tyrosine-protein kinase ABL1,14286,395,1.08 [0.94-1.24],0.2571071474642017
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ABO,Histo-blood group ABO system transferase,12589,349,1.05 [0.97-1.13],0.2075058553402952
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ABRAXAS2,BRISC complex subunit Abraxas 2,12139,333,1.13 [0.96-1.33],0.1440795977213324
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",14047,382,1.09 [0.97-1.21],0.1392668461779481
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",12354,342,1.15 [1.00-1.32],0.0426435026402243
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",12582,345,1.02 [0.90-1.14],0.7981457410026949
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACAN,Aggrecan core protein,14218,386,1.69 [1.21-2.36],0.0019813468919441
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACE,Angiotensin-converting enzyme,12589,349,0.63 [0.44-0.92],0.0162233435850428
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACE2,Angiotensin-converting enzyme 2,14089,387,1.26 [1.08-1.46],0.0025784013541682
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACHE,Acetylcholinesterase,12313,341,0.83 [0.60-1.13],0.2338191619100008
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACOT13,Acyl-coenzyme A thioesterase 13,12511,349,1.02 [0.93-1.12],0.7282025586968038
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,14349,392,1.08 [0.91-1.30],0.3708705960061288
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACP1,Low molecular weight phosphotyrosine protein phosphatase,12185,331,1.16 [0.93-1.45],0.1883070963760625
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACP5,Tartrate-resistant acid phosphatase type 5,14440,395,0.95 [0.71-1.26],0.711149071097023
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACP6,Lysophosphatidic acid phosphatase type 6,14449,398,1.04 [0.91-1.19],0.5632178815908023
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACRBP,Acrosin-binding protein,12515,349,1.14 [0.89-1.46],0.2824593796695374
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACRV1,Acrosomal protein SP-10,12185,331,1.10 [1.02-1.20],0.019238420726713
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACSL1,Long-chain-fatty-acid--CoA ligase 1,12139,333,0.93 [0.68-1.25],0.6220430771737032
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACTA2,"Actin, aortic smooth muscle",14089,387,1.19 [1.00-1.43],0.0557848771604482
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACTN2,Alpha-actinin-2,12139,333,1.09 [0.91-1.30],0.3427153149646746
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACTN4,Alpha-actinin-4,14117,394,1.10 [0.85-1.43],0.4768856507165853
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACVRL1,Serine/threonine-protein kinase receptor R3,14204,393,1.18 [0.83-1.66],0.3585241422726681
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACY1,Aminoacylase-1,14349,392,1.01 [0.88-1.17],0.8763626539433594
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,12139,333,1.09 [0.90-1.32],0.3656209494612116
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ACYP1,Acylphosphatase-1,12262,341,1.09 [0.93-1.29],0.2722326700772348
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADA,Adenosine deaminase,14505,405,1.13 [0.88-1.44],0.3499185242227807
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADA2,Adenosine deaminase 2,14278,386,0.79 [0.63-0.97],0.026733946047768
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,12185,331,1.55 [1.16-2.08],0.0033878761139977
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,14089,387,0.78 [0.58-1.05],0.1000881865642805
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,14227,393,1.11 [0.86-1.44],0.4083721598507619
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,14505,405,0.98 [0.76-1.27],0.8745905258265546
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,14438,401,0.91 [0.67-1.24],0.5642917647221783
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,12511,349,1.15 [0.81-1.61],0.4343179930227362
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,12185,331,0.77 [0.53-1.11],0.1627714369068459
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,14533,399,0.62 [0.43-0.89],0.0101806683608921
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,14286,395,1.01 [0.83-1.24],0.8949558083769437
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,14089,387,0.95 [0.71-1.28],0.7477695629327779
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,12185,331,1.31 [0.98-1.76],0.0702711289430869
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,14409,396,0.74 [0.60-0.91],0.0037968950555594
