Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",A1BG,Alpha-1B-glycoprotein,13184,736,2.16 [1.43-3.25],0.0002349335579332
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AAMDC,Mth938 domain-containing protein,12825,716,1.13 [0.98-1.30],0.0845107967363765
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",AARSD1,Alanyl-tRNA editing protein Aarsd1,14973,855,1.20 [1.07-1.34],0.0011683419272564
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABCA2,ATP-binding cassette sub-family A member 2,12718,706,1.18 [0.96-1.44],0.1206962750060889
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABHD14B,Protein ABHD14B,14837,835,1.12 [1.01-1.26],0.0402311475229649
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABL1,Tyrosine-protein kinase ABL1,14973,855,1.18 [1.08-1.30],0.0003089234858907
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABO,Histo-blood group ABO system transferase,13161,730,0.98 [0.93-1.03],0.3733939915986868
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ABRAXAS2,BRISC complex subunit Abraxas 2,12718,706,1.05 [0.94-1.18],0.3917469600912802
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",14703,832,1.05 [0.97-1.13],0.2202219740092543
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",12914,719,0.88 [0.78-0.99],0.0398254671202248
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",13153,734,1.08 [0.99-1.17],0.0775679473588693
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACAN,Aggrecan core protein,14887,858,0.71 [0.57-0.89],0.0033057138393457
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACE,Angiotensin-converting enzyme,13161,730,1.08 [0.82-1.42],0.5679999220162073
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACE2,Angiotensin-converting enzyme 2,14748,841,1.27 [1.14-1.40],8.74436110042559e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACHE,Acetylcholinesterase,12872,713,0.57 [0.45-0.72],2.0520668922559217e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACOT13,Acyl-coenzyme A thioesterase 13,13078,726,1.05 [0.99-1.12],0.130683036076689
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,15035,860,1.11 [0.99-1.25],0.0786727327375094
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACP1,Low molecular weight phosphotyrosine protein phosphatase,12774,713,0.91 [0.77-1.08],0.2773063486082392
