Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of the digestive system,A1BG,Alpha-1B-glycoprotein,18882,280,1.86 [0.98-3.55],0.0585596546560234
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AAMDC,Mth938 domain-containing protein,18375,270,1.01 [0.81-1.27],0.906871358008832
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AARSD1,Alanyl-tRNA editing protein Aarsd1,21547,342,1.14 [0.96-1.35],0.1415404364216706
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABCA2,ATP-binding cassette sub-family A member 2,18205,274,1.37 [1.01-1.86],0.0408583530482864
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABHD14B,Protein ABHD14B,21392,343,0.98 [0.83-1.17],0.8573351925572108
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABL1,Tyrosine-protein kinase ABL1,21547,342,1.07 [0.92-1.23],0.3841078393206841
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABO,Histo-blood group ABO system transferase,18865,281,1.00 [0.93-1.09],0.9146040565645178
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABRAXAS2,BRISC complex subunit Abraxas 2,18205,274,1.20 [1.01-1.43],0.0417208424325702
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21160,329,1.06 [0.94-1.19],0.3638089852816302
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18513,272,1.12 [0.97-1.29],0.1298472913427092
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",18846,279,1.14 [1.01-1.29],0.0358067793309038
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACAN,Aggrecan core protein,21439,345,1.40 [0.99-1.98],0.0544718003988326
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACE,Angiotensin-converting enzyme,18865,281,1.63 [1.08-2.45],0.0208495250218866
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACE2,Angiotensin-converting enzyme 2,21244,338,1.19 [1.01-1.40],0.0357557395729803
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACHE,Acetylcholinesterase,18461,275,0.96 [0.69-1.35],0.8233181575827032
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACOT13,Acyl-coenzyme A thioesterase 13,18762,280,1.09 [0.98-1.21],0.0959227412234438
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,21654,346,1.05 [0.87-1.26],0.6408711293508721
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,18288,276,0.91 [0.70-1.19],0.4971589203935104
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACP5,Tartrate-resistant acid phosphatase type 5,21773,346,1.08 [0.81-1.46],0.5891694206054293
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACP6,Lysophosphatidic acid phosphatase type 6,21779,347,1.14 [0.98-1.32],0.0926945516559728
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACRBP,Acrosin-binding protein,18765,280,1.19 [0.91-1.55],0.1999895175749694
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACRV1,Acrosomal protein SP-10,18288,276,1.02 [0.93-1.12],0.6138836438192796
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACSL1,Long-chain-fatty-acid--CoA ligase 1,18205,274,1.30 [1.00-1.67],0.0463714735581275
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACTA2,"Actin, aortic smooth muscle",21244,338,1.45 [1.22-1.73],3.198856042209838e-05
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACTN2,Alpha-actinin-2,18205,274,1.16 [0.97-1.40],0.1077622896461132
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACTN4,Alpha-actinin-4,21227,333,1.31 [1.02-1.69],0.0335630371327418
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACVRL1,Serine/threonine-protein kinase receptor R3,21416,343,2.29 [1.68-3.13],1.996653299191949e-07
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACY1,Aminoacylase-1,21654,346,0.99 [0.85-1.16],0.9411028119263866
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,18205,274,1.42 [1.17-1.73],0.0004357624630457
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACYP1,Acylphosphatase-1,18394,275,1.07 [0.89-1.27],0.4841222596552141
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADA,Adenosine deaminase,21857,345,1.04 [0.80-1.36],0.7595623463074788
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADA2,Adenosine deaminase 2,21544,338,1.81 [1.48-2.21],6.916004007802985e-09
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18288,276,2.42 [1.86-3.17],8.173912956657249e-11
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,21244,338,0.97 [0.71-1.33],0.8428187017392437
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,21448,343,1.26 [0.97-1.64],0.0868620689255614
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,21857,345,1.11 [0.84-1.46],0.4660375899680798
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,21781,348,1.49 [1.09-2.05],0.013371443240356
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,18762,280,2.45 [1.76-3.41],1.1949993633316732e-07
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,18288,276,1.27 [0.90-1.80],0.1662218029803404
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,21921,347,0.56 [0.38-0.81],0.002599423800666
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,21547,342,1.34 [1.07-1.68],0.0114404694075483
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,21244,338,1.00 [0.74-1.35],0.9801098570956222
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,18288,276,2.02 [1.52-2.68],1.2384333226211789e-06
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,21735,342,0.74 [0.60-0.91],0.0049374994921481
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTSL2,ADAMTS-like protein 2,18860,282,1.25 [0.91-1.72],0.1687215079485752
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTSL4,ADAMTS-like protein 4,18375,270,1.43 [0.88-2.31],0.1487697606165374
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADAMTSL5,ADAMTS-like protein 5,18846,279,1.27 [0.95-1.70],0.1048735487155021
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,21160,329,1.00 [0.75-1.34],0.9963600403595534
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADD1,Alpha-adducin,18461,275,1.03 [0.88-1.22],0.7061270305884928
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRB3,Adhesion G protein-coupled receptor B3,21416,343,1.12 [0.84-1.48],0.4492007203106242
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRD1,Adhesion G-protein coupled receptor D1,18461,275,1.16 [0.87-1.54],0.3059230935014396
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRE1,Adhesion G protein-coupled receptor E1,18762,280,1.21 [1.00-1.48],0.0532319879139772
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRE2,Adhesion G protein-coupled receptor E2,21740,342,1.49 [1.07-2.07],0.0187713120037375
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ADGRE5,Adhesion G protein-coupled receptor E5,21832,346,1.25 [0.93-1.69],0.1367283920180097
