Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Ulcerative colitis,A1BG,Alpha-1B-glycoprotein,18713,123,2.48 [0.94-6.52],0.0667539954832154
Chapter XI Diseases of the digestive system,Ulcerative colitis,AAMDC,Mth938 domain-containing protein,18210,122,0.87 [0.62-1.22],0.4167321567973436
Chapter XI Diseases of the digestive system,Ulcerative colitis,AARSD1,Alanyl-tRNA editing protein Aarsd1,21368,144,0.80 [0.61-1.05],0.113017406034097
Chapter XI Diseases of the digestive system,Ulcerative colitis,ABCA2,ATP-binding cassette sub-family A member 2,18044,120,1.34 [0.86-2.11],0.1960521703485821
Chapter XI Diseases of the digestive system,Ulcerative colitis,ABHD14B,Protein ABHD14B,21212,141,0.95 [0.73-1.24],0.7069505128024223
Chapter XI Diseases of the digestive system,Ulcerative colitis,ABL1,Tyrosine-protein kinase ABL1,21368,144,0.97 [0.78-1.22],0.8064312477498017
Chapter XI Diseases of the digestive system,Ulcerative colitis,ABO,Histo-blood group ABO system transferase,18695,123,1.04 [0.93-1.17],0.4961757734984007
Chapter XI Diseases of the digestive system,Ulcerative colitis,ABRAXAS2,BRISC complex subunit Abraxas 2,18044,120,0.94 [0.72-1.24],0.6777918650246084
Chapter XI Diseases of the digestive system,Ulcerative colitis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",20991,141,1.08 [0.90-1.30],0.3810220448514049
Chapter XI Diseases of the digestive system,Ulcerative colitis,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18347,119,1.30 [1.10-1.55],0.0027166272554817
Chapter XI Diseases of the digestive system,Ulcerative colitis,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",18679,123,0.97 [0.80-1.18],0.7484657302927513
Chapter XI Diseases of the digestive system,Ulcerative colitis,ACAN,Aggrecan core protein,21255,141,1.61 [0.94-2.77],0.085526248034053
Chapter XI Diseases of the digestive system,Ulcerative colitis,ACE,Angiotensin-converting enzyme,18695,123,1.78 [0.96-3.32],0.0676957227840354
