Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Intestinal malabsorption,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,1.34 [1.10-1.63],0.002985406538606
Chapter XI Diseases of the digestive system,Intestinal malabsorption,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Inverse variance weighted,19,1.57 [1.14-2.16],0.0057865272972206
