Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,Smoking dependency,LGALS9,Galectin-9,Inverse variance weighted,39,1.23 [1.08-1.41],0.0019775030066121
Chapter V Mental and behavioural disorders,Smoking dependency,VEGFA,Vascular endothelial growth factor A,Inverse variance weighted,45,1.13 [1.04-1.23],0.0048089432514382
