Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.11 [1.05-1.18],0.0004643101287759
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.85 [0.76-0.95],0.0041137940868078
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,B4GALT1,"Beta-1,4-galactosyltransferase 1",Inverse variance weighted,19,1.11 [1.05-1.17],0.0001545661848773
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,CD302,CD302 antigen,Inverse variance weighted,17,0.90 [0.86-0.95],0.000120897305705
