Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,27462,1399,0.63 [0.52-0.76],2.1924910398019195e-06
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter IX Diseases of the circulatory system,"Hypertension, portal",27771,46,4.26 [2.47-7.32],1.676697022909901e-07
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",27801,76,3.95 [2.32-6.73],4.2213225656710244e-07
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,26237,2524,0.71 [0.62-0.82],4.928411820541369e-06
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XI Diseases of the digestive system,Diverticular disease of intestine,23105,3263,0.61 [0.53-0.69],9.935840485299341e-15
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XI Diseases of the digestive system,Hernia,26675,2962,0.73 [0.64-0.84],5.67289423050532e-06
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XI Diseases of the digestive system,Other diseases of intestines,25676,5834,0.76 [0.70-0.84],3.6319747969935455e-08
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,27059,103,3.37 [2.00-5.69],5.2509739612500205e-06
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,25332,6509,0.80 [0.73-0.87],6.537214943290112e-07
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,23903,5080,0.76 [0.68-0.84],6.76154371315291e-08
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,23444,8286,0.83 [0.77-0.90],8.537356457922796e-06
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,20739,1916,0.66 [0.56-0.77],3.483925347062564e-07
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,19054,231,0.38 [0.27-0.53],3.665999013025434e-08
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",27874,228,0.43 [0.30-0.60],1.4179287455736884e-06
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,21917,3094,0.68 [0.60-0.77],5.2788753599323775e-09
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,27036,229,0.36 [0.24-0.53],3.6472947605127764e-07
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,27022,1518,0.50 [0.42-0.60],1.174324899526274e-13
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,21697,5164,0.78 [0.71-0.87],2.4027085946954576e-06
ERBB4,Receptor tyrosine-protein kinase erbB-4,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,27686,2522,0.65 [0.57-0.75],4.765740419836293e-09
