Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,18068,1504,0.62 [0.51-0.75],8.826339458341755e-07
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,24895,821,0.56 [0.43-0.72],8.76239216580802e-06
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,27212,325,0.39 [0.26-0.58],5.514682259617482e-06
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter IX Diseases of the circulatory system,Secondary right heart disease,27203,316,0.39 [0.26-0.59],7.313430356002865e-06
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter VI Diseases of the nervous system,Neurological diseases,26159,3857,0.75 [0.67-0.85],2.557895264769052e-06
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,26621,3007,0.69 [0.60-0.79],6.935809310375321e-08
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter X Diseases of the respiratory system,Diseases of the respiratory system,25676,5231,0.77 [0.70-0.86],9.91111895263825e-07
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,25236,6490,0.80 [0.73-0.88],2.131332329277953e-06
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,23819,5073,0.76 [0.69-0.84],2.418015718957696e-07
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,20661,1915,0.67 [0.56-0.79],2.30056354176108e-06
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,21839,3093,0.69 [0.61-0.79],5.2277540663373975e-08
B4GAT1,"Beta-1,4-glucuronyltransferase 1",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthrosis,19604,858,0.56 [0.43-0.71],4.3281174481672025e-06
