Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
TSHB,Thyrotropin subunit beta,"Chapter IV Endocrine, nutritional and metabolic diseases","Postprocedural endocrine and metabolic disorders, not elsewhere classified",Inverse variance weighted,31,0.54 [0.43-0.68],2.58104213521741e-07
TSHB,Thyrotropin subunit beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Nontoxic multinodular goitre,Inverse variance weighted,31,0.25 [0.14-0.44],1.49773095668653e-06
TSHB,Thyrotropin subunit beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Other and/or unspecified nontoxic goitre,Inverse variance weighted,31,0.31 [0.19-0.50],1.97117224293399e-06
TSHB,Thyrotropin subunit beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,Inverse variance weighted,31,1.42 [1.22-1.66],5.24416150713548e-06
TSHB,Thyrotropin subunit beta,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,31,1.01 [0.97-1.05],0.695834145347744
TSHB,Thyrotropin subunit beta,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,31,1.02 [0.98-1.06],0.424975170408235
TSHB,Thyrotropin subunit beta,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Inverse variance weighted,31,0.93 [0.87-0.99],0.0203551593845763
TSHB,Thyrotropin subunit beta,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,31,0.97 [0.93-1.01],0.12062476254208
TSHB,Thyrotropin subunit beta,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",Inverse variance weighted,31,0.96 [0.91-1.01],0.101824044420648
TSHB,Thyrotropin subunit beta,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),Inverse variance weighted,31,0.95 [0.86-1.04],0.291776237406026
TSHB,Thyrotropin subunit beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Dorsopathies,Inverse variance weighted,31,1.00 [0.97-1.03],0.796302209367463
