Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
LILRA6,Leukocyte immunoglobulin-like receptor subfamily A member 6,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",Inverse variance weighted,33,1.00 [0.92-1.08],0.937397470007927
LILRA6,Leukocyte immunoglobulin-like receptor subfamily A member 6,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,Inverse variance weighted,33,1.00 [0.94-1.07],0.967516028848639
