Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
METAP1,Methionine aminopeptidase 1,Chapter XI Diseases of the digestive system,Coeliac disease,Wald ratio,1,0.65 [0.14-2.98],0.575226270200287
