Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
DGCR6,Protein DGCR6,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",Inverse variance weighted,2,0.39 [0.08-2.03],0.26345735334089
DGCR6,Protein DGCR6,Chapter II Neoplasms,Lymphoid leukaemia,Inverse variance weighted,2,0.33 [0.11-0.96],0.0412997401258807
