Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
HHEX,Hematopoietically-expressed homeobox protein HHEX,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,Wald ratio,1,0.66 [0.44-0.97],0.0351251801573957
HHEX,Hematopoietically-expressed homeobox protein HHEX,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,Wald ratio,1,0.73 [0.52-1.02],0.0616674575355881
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",Wald ratio,1,1.67 [0.63-4.40],0.299017391338162
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Wald ratio,1,0.93 [0.69-1.25],0.61867220744694
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter IX Diseases of the circulatory system,Hypertension,Wald ratio,1,1.05 [0.79-1.39],0.756689109185731
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,Wald ratio,1,1.17 [0.67-2.02],0.583583312723562
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,Wald ratio,1,1.51 [0.69-3.32],0.302099762722035
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,Wald ratio,1,1.00 [0.66-1.53],0.984332445829139
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter XIV Diseases of the genitourinary system,Acute renal failure,Wald ratio,1,1.97 [0.79-4.92],0.145926770270798
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,Wald ratio,1,0.95 [0.65-1.38],0.77963467778402
HHEX,Hematopoietically-expressed homeobox protein HHEX,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,Wald ratio,1,1.68 [0.39-7.20],0.487143802323169
