Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ANXA1,Annexin A1,22751,155,1.61 [1.30-1.99],1.3901772758990994e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ASGR1,Asialoglycoprotein receptor 1,26758,181,2.30 [1.55-3.39],2.9766373631039888e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,BAP18,Chromatin complexes subunit BAP18,23337,159,1.40 [1.20-1.62],1.2987315217861478e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,C7,Complement component C7,22892,157,2.61 [1.69-4.03],1.381798550738691e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCL21,C-C motif chemokine 21,27051,185,1.66 [1.33-2.08],9.114736486448653e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20,22986,157,1.63 [1.30-2.06],3.1166622627102375e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,26467,178,1.59 [1.27-1.99],5.868885446420984e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",23337,159,1.78 [1.34-2.36],5.8854308238896615e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CHGA,Chromogranin-A,23395,157,1.59 [1.40-1.81],4.012769872141049e-12
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CLEC5A,C-type lectin domain family 5 member A,26849,187,2.25 [1.52-3.32],4.607147812525608e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CSF1,Macrophage colony-stimulating factor 1,27051,185,2.46 [1.60-3.78],4.09597452556482e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CTSS,Cathepsin S,21242,148,3.57 [1.92-6.64],5.764124783733878e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,DEFB4A_DEFB4B,Beta-defensin 4A,26545,173,1.20 [1.10-1.31],3.365098305154852e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,EGLN1,Egl nine homolog 1,26919,184,1.38 [1.18-1.61],5.963633244510896e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,FCAR,Immunoglobulin alpha Fc receptor,26919,184,1.93 [1.48-2.52],1.049885898589186e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,FSTL1,Follistatin-related protein 1,22750,154,3.65 [2.12-6.28],2.8413420791167945e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,GAST,Gastrin,23337,159,1.40 [1.28-1.54],7.084770937252375e-13
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,GCHFR,GTP cyclohydrolase 1 feedback regulatory protein,22328,151,1.66 [1.35-2.05],2.268855860114466e-06
