Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACE2,Angiotensin-converting enzyme 2,26723,1151,1.27 [1.16-1.40],7.242400529930999e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACTA2,"Actin, aortic smooth muscle",26723,1151,1.27 [1.15-1.41],2.156678439457689e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACVRL1,Serine/threonine-protein kinase receptor R3,26989,1163,1.65 [1.34-2.03],2.281935886699627e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,22975,959,1.20 [1.08-1.34],0.0006733700002807
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADA2,Adenosine deaminase 2,27053,1170,1.27 [1.13-1.44],9.65812635425796e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23619,986,1.61 [1.34-1.94],5.394058742327818e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27320,1180,0.77 [0.69-0.86],4.716129633948073e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTSL2,ADAMTS-like protein 2,23732,990,1.38 [1.15-1.66],0.0004942918901186
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADM,Pro-adrenomedullin,27454,1185,1.82 [1.50-2.22],1.742625073124581e-09
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGR2,Anterior gradient protein 2 homolog,26330,1137,1.16 [1.10-1.22],1.3379120959894652e-08
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGRN,Agrin,27364,1180,1.41 [1.22-1.63],4.068696183835058e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ALCAM,CD166 antigen,27558,1187,1.72 [1.32-2.22],4.74151230428487e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AMBP,Protein AMBP,27416,1184,1.71 [1.32-2.20],3.756631617932298e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AMOT,Angiomotin,23233,975,1.34 [1.16-1.55],6.367470841969824e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ANGPT2,Angiopoietin-2,27454,1185,1.30 [1.14-1.48],0.0001064012127565
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AREG,Amphiregulin,27102,1167,1.45 [1.32-1.59],4.943754746411453e-15
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ASGR1,Asialoglycoprotein receptor 1,27031,1166,1.63 [1.38-1.93],1.3240477642083522e-08
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ATRAID,All-trans retinoic acid-induced differentiation factor,23619,986,1.37 [1.19-1.58],1.5577733294004233e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,B2M,Beta-2-microglobulin,23780,990,1.36 [1.21-1.54],6.285504232455432e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,B4GALT1,"Beta-1,4-galactosyltransferase 1",27364,1180,1.56 [1.30-1.87],2.0085236539437222e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,BSG,Basigin,27463,1181,1.73 [1.33-2.24],4.000457353927533e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,BST2,Bone marrow stromal antigen 2,27455,1176,1.25 [1.15-1.36],1.868214272392488e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,BTN2A1,Butyrophilin subfamily 2 member A1,27364,1180,1.66 [1.37-2.01],2.501653634966995e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,C1QL2,Complement C1q-like protein 2,23049,968,0.78 [0.67-0.90],0.0008478423365355
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CA12,Carbonic anhydrase 12,27102,1167,1.34 [1.15-1.56],0.0001696519004323
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CALB1,Calbindin,27102,1167,1.39 [1.23-1.58],2.271398373508508e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CAPG,Macrophage-capping protein,27013,1165,1.16 [1.07-1.27],0.0005769633011287
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CBLN4,Cerebellin-4,27454,1185,0.67 [0.57-0.78],7.854351061755214e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCL15,C-C motif chemokine 15,27558,1187,1.33 [1.20-1.49],1.936180652429673e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCL20,C-C motif chemokine 20,27509,1184,1.10 [1.05-1.16],0.0003084458344475
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCL3,C-C motif chemokine 3,27181,1176,1.13 [1.06-1.21],0.0001649539036256
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCL7,C-C motif chemokine 7,27181,1176,1.16 [1.07-1.25],0.0001808678075307
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CCN3,CCN family member 3,27518,1186,1.40 [1.22-1.62],3.516622680713839e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD160,CD160 antigen,27509,1184,1.22 [1.09-1.36],0.0004315738506816
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD27,CD27 antigen,27320,1180,1.41 [1.25-1.60],2.5707770832204604e-08
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD276,CD276 antigen,27231,1175,1.42 [1.23-1.65],1.6409866130162642e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD300A,CMRF35-like molecule 8,23233,975,1.56 [1.27-1.92],1.942286927504493e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD300C,CMRF35-like molecule 6,27455,1176,1.31 [1.13-1.52],0.0002508600783189
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD300E,CMRF35-like molecule 2,27353,1182,1.43 [1.27-1.62],9.319660682630178e-09
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD302,CD302 antigen,27102,1167,1.76 [1.50-2.06],3.771863590576215e-12
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,27102,1167,1.38 [1.17-1.63],0.0001090797457703
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD4,T-cell surface glycoprotein CD4,27135,1173,1.28 [1.11-1.48],0.000841217246838
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD48,CD48 antigen,27316,1176,1.38 [1.16-1.64],0.0002849897816259
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,CD5,T-cell surface glycoprotein CD5,27416,1184,1.32 [1.14-1.53],0.0002683484367403
