Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACTA2,"Actin, aortic smooth muscle",26911,161,1.54 [1.22-1.93],0.0002302928549301
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACVRL1,Serine/threonine-protein kinase receptor R3,27189,155,2.59 [1.55-4.34],0.0002935692845378
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADA2,Adenosine deaminase 2,27243,162,1.78 [1.31-2.41],0.0002429656472582
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ADM,Pro-adrenomedullin,27647,164,3.17 [1.85-5.43],2.8243665437282432e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AGR2,Anterior gradient protein 2 homolog,26510,153,1.35 [1.19-1.53],4.729811247623603e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ANGPT2,Angiopoietin-2,27647,164,1.82 [1.29-2.58],0.0006658064554877
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,APOC1,Apolipoprotein C-I,23880,127,0.40 [0.24-0.68],0.0005947375991919
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,APOE,Apolipoprotein E,23931,127,0.44 [0.31-0.62],1.948210250152915e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AREG,Amphiregulin,27300,162,1.77 [1.39-2.27],4.764548027661635e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ASGR1,Asialoglycoprotein receptor 1,27231,155,2.35 [1.50-3.66],0.0001720454584793
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,B2M,Beta-2-microglobulin,23931,127,1.70 [1.36-2.13],3.946282889386526e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,BTN2A1,Butyrophilin subfamily 2 member A1,27552,160,2.43 [1.50-3.95],0.0003074198556145
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CA12,Carbonic anhydrase 12,27300,162,2.76 [1.99-3.83],1.117909148354342e-09
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CCDC80,Coiled-coil domain-containing protein 80,27419,162,1.95 [1.40-2.71],7.505837316218434e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CCL15,C-C motif chemokine 15,27750,163,1.62 [1.22-2.14],0.0008798040513311
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CCL3,C-C motif chemokine 3,27372,160,1.31 [1.14-1.51],0.0001658092001986
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CCN3,CCN family member 3,27711,162,1.87 [1.30-2.67],0.0006622833889176
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CCN4,CCN family member 4,27647,164,1.70 [1.25-2.30],0.0006304889493613
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CCN5,CCN family member 5,27424,159,1.84 [1.30-2.60],0.0005541602561998
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD14,Monocyte differentiation antigen CD14,26826,159,1.79 [1.36-2.37],4.0433256076996295e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD27,CD27 antigen,27513,162,2.28 [1.71-3.03],1.5139051346103625e-08
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD274,Programmed cell death 1 ligand 1,27231,155,1.98 [1.40-2.81],0.0001144639645984
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD276,CD276 antigen,27420,158,2.42 [1.64-3.57],8.86844025999925e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD300C,CMRF35-like molecule 6,27653,161,2.15 [1.48-3.12],5.709008067085213e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD300E,CMRF35-like molecule 2,27550,163,2.19 [1.63-2.95],2.615438992774716e-07
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD302,CD302 antigen,27300,162,2.95 [2.01-4.33],3.743076949211226e-08
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD48,CD48 antigen,27506,158,2.53 [1.63-3.94],3.631738501668777e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD5,T-cell surface glycoprotein CD5,27609,163,1.69 [1.25-2.27],0.0005771768068168
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD59,CD59 glycoprotein,26407,156,2.75 [1.81-4.20],2.5654856710231787e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD79B,B-cell antigen receptor complex-associated protein beta chain,27703,162,1.78 [1.36-2.31],2.176616577649468e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CD83,CD83 antigen,27372,160,1.98 [1.37-2.87],0.0002849995785401
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CELA3A,Chymotrypsin-like elastase family member 3A,27702,163,0.66 [0.52-0.83],0.0004530411947758
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CHAD,Chondroadherin,23377,125,0.52 [0.39-0.69],1.0828392423335005e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CHI3L1,Chitinase-3-like protein 1,26796,159,1.34 [1.14-1.57],0.0004088862349229
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CHRDL1,Chordin-like protein 1,27506,158,2.54 [1.64-3.95],3.153317801303667e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CKAP4,Cytoskeleton-associated protein 4,27570,161,2.44 [1.60-3.73],3.693740308752119e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CLEC6A,C-type lectin domain family 6 member A,26774,159,1.76 [1.35-2.30],2.96493502004112e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,COL18A1,Collagen alpha-1(XVIII) chain,27527,161,3.13 [1.76-5.58],0.0001046111170881
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,COL6A3,Collagen alpha-3(VI) chain,27750,163,2.46 [1.77-3.42],7.74140547776088e-08
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,COLEC12,Collectin-12,27420,158,3.28 [2.03-5.32],1.3301970836041658e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CSF1,Macrophage colony-stimulating factor 1,27552,160,2.76 [1.74-4.38],1.5472748060316616e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CST3,Cystatin-C,27472,163,2.27 [1.46-3.51],0.0002482735068614
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,CXCL9,C-X-C motif chemokine 9,27552,160,1.41 [1.19-1.68],9.083551656729832e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,DLL1,Delta-like protein 1,27513,162,2.90 [1.90-4.42],7.72489983490269e-07
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,DSC2,Desmocollin-2,27138,157,2.15 [1.60-2.89],3.646661316224375e-07
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,DTX3,Probable E3 ubiquitin-protein ligase DTX3,27300,162,2.37 [1.44-3.90],0.000645305984302
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,EBI3_IL27,Interleukin-27,27599,164,2.26 [1.50-3.41],0.0001077939875727
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,EDA2R,Tumor necrosis factor receptor superfamily member 27,27647,164,2.94 [2.18-3.96],1.6662839129827777e-12
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,EFNA1,Ephrin-A1,27383,158,2.89 [1.87-4.48],1.7983696701252856e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,EFNA4,Ephrin-A4,27189,155,2.59 [1.82-3.66],9.337064740373944e-08
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,EGFR,Epidermal growth factor receptor,27750,163,0.33 [0.18-0.60],0.0003392495166373
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,EPHA2,Ephrin type-A receptor 2,26459,159,2.17 [1.67-2.83],9.590728776432249e-09
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,EPHB4,Ephrin type-B receptor 4,27750,163,3.12 [1.99-4.89],7.085814339505887e-07
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,EPHB6,Ephrin type-B receptor 6,27180,155,2.16 [1.40-3.32],0.000451732006782
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,F11,Coagulation factor XI,23582,124,0.34 [0.18-0.63],0.0005953480764899
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,FABP1,"Fatty acid-binding protein, liver",27420,158,1.36 [1.19-1.56],8.939951073871007e-06
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,FAM3B,Protein FAM3B,27300,162,2.09 [1.38-3.16],0.0004644266703918
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,FAM3C,Protein FAM3C,27376,162,2.64 [1.71-4.07],1.0959316985220502e-05
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,FSTL1,Follistatin-related protein 1,23276,123,2.75 [1.58-4.77],0.000346498192163
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,FSTL3,Follistatin-related protein 3,27373,158,2.08 [1.39-3.09],0.0003196748464491
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,GDF15,Growth/differentiation factor 15,27750,163,2.42 [1.99-2.95],9.595937275906993e-19
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,GFAP,Glial fibrillary acidic protein,26733,159,1.99 [1.55-2.56],7.472945007665984e-08
