Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of pancreas,AGR2,Anterior gradient protein 2 homolog,24614,152,1.26 [1.10-1.43],0.0007783580473266
Chapter XI Diseases of the digestive system,Other diseases of pancreas,AREG,Amphiregulin,25350,161,1.59 [1.23-2.06],0.0004223647050858
Chapter XI Diseases of the digestive system,Other diseases of pancreas,ASGR1,Asialoglycoprotein receptor 1,25274,159,2.12 [1.36-3.30],0.0008967663368969
Chapter XI Diseases of the digestive system,Other diseases of pancreas,BSG,Basigin,25672,159,3.58 [1.86-6.91],0.0001372015709797
Chapter XI Diseases of the digestive system,Other diseases of pancreas,BTN2A1,Butyrophilin subfamily 2 member A1,25576,163,3.17 [2.04-4.92],2.985685077383717e-07
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CA12,Carbonic anhydrase 12,25350,161,1.93 [1.32-2.81],0.0006618448025069
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CANT1,Soluble calcium-activated nucleotidase 1,25388,162,4.72 [2.44-9.13],3.958057362073303e-06
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CAPG,Macrophage-capping protein,25249,159,1.45 [1.16-1.80],0.0008747047663987
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD160,CD160 antigen,25711,160,1.75 [1.33-2.30],7.469462569325329e-05
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD27,CD27 antigen,25537,162,2.16 [1.62-2.89],1.8110685239515453e-07
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD300C,CMRF35-like molecule 6,25674,160,2.10 [1.44-3.05],9.928445049053492e-05
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD300E,CMRF35-like molecule 2,25570,160,1.96 [1.43-2.68],2.383040605954669e-05
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD302,CD302 antigen,25350,161,2.45 [1.65-3.64],8.541600278356517e-06
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,25350,161,2.06 [1.35-3.15],0.0008006737472229
Chapter XI Diseases of the digestive system,Other diseases of pancreas,CD48,CD48 antigen,25532,163,2.60 [1.67-4.04],2.223283075500737e-05
