Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,25874,910,1.88 [1.30-2.73],0.000892134453824
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,25909,146,4.45 [1.89-10.49],0.0006357394551305
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,20567,505,3.03 [1.84-5.00],1.3395979819217067e-05
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,26724,80,8.55 [2.98-24.55],6.610413545186052e-05
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,27973,109,6.07 [2.36-15.60],0.0001817725831334
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter I Certain infectious and parasitic diseases,Other septicaemia,27933,69,8.68 [2.83-26.57],0.0001536970030669
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,26375,832,3.31 [2.27-4.83],5.356756961217898e-10
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,27519,363,4.01 [2.31-6.94],7.211017082084062e-07
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,27519,363,4.01 [2.31-6.94],7.211017082084062e-07
NOTCH1,Neurogenic locus notch homolog protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,27330,448,2.52 [1.51-4.20],0.0004057236589669
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter IX Diseases of the circulatory system,Phlebitis and thrombophlebitis (not including DVT),27418,118,5.02 [1.96-12.86],0.0007714307089734
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter IX Diseases of the circulatory system,DVT of lower extremities,27398,98,5.84 [2.12-16.07],0.0006302327367436
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter IX Diseases of the circulatory system,"!Phlebitis/thrombophlebitis venae iliacae [externae/internae/communis], drug-induced",28511,93,6.97 [2.54-19.12],0.000164310094549
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XI Diseases of the digestive system,Umbilical hernia,24762,123,0.14 [0.05-0.39],0.0001500504205529
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XI Diseases of the digestive system,Constipation,27470,233,3.24 [1.63-6.45],0.0008086935496373
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,27547,549,2.33 [1.47-3.72],0.000348041865799
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,22190,3596,1.45 [1.18-1.78],0.0003712460157478
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in joint,22695,286,3.93 [2.09-7.40],2.186036931273718e-05
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,28271,151,5.61 [2.47-12.73],3.710665572606983e-05
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,25921,331,2.98 [1.65-5.38],0.0003038205293219
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,24247,4487,1.47 [1.22-1.77],4.083886785066964e-05
NOTCH1,Neurogenic locus notch homolog protein 1,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,27098,215,7.69 [3.89-15.21],4.366576126829555e-09
