Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
LEG1,Protein LEG1 homolog,Chapter V Mental and behavioural disorders,Other anxiety disorders,21962,53,0.46 [0.30-0.69],0.000222642214265
LEG1,Protein LEG1 homolog,Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,19260,144,0.65 [0.51-0.84],0.0009959945526416
LEG1,Protein LEG1 homolog,Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,23033,117,0.59 [0.45-0.78],0.0002566727325031
LEG1,Protein LEG1 homolog,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,23051,52,1.90 [1.38-2.61],7.822721929529904e-05
