Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Acute pancreatitis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,21478,49,2.20 [1.54-3.14],1.4652685125018971e-05
Chapter XI Diseases of the digestive system,Acute pancreatitis,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,25251,62,2.86 [1.72-4.73],4.615039125194962e-05
Chapter XI Diseases of the digestive system,Acute pancreatitis,BMPER,BMP-binding endothelial regulator protein,21654,52,3.71 [1.88-7.32],0.0001556769969482
Chapter XI Diseases of the digestive system,Acute pancreatitis,BSG,Basigin,25576,63,6.23 [2.47-15.74],0.0001095883922746
Chapter XI Diseases of the digestive system,Acute pancreatitis,BST2,Bone marrow stromal antigen 2,25577,63,1.68 [1.25-2.24],0.0004812670444
Chapter XI Diseases of the digestive system,Acute pancreatitis,CA12,Carbonic anhydrase 12,25251,62,2.44 [1.50-3.95],0.0003016401615068
Chapter XI Diseases of the digestive system,Acute pancreatitis,CBLIF,Cobalamin binding intrinsic factor,25316,62,1.67 [1.28-2.18],0.0001647861005833
Chapter XI Diseases of the digestive system,Acute pancreatitis,CD300A,CMRF35-like molecule 8,21654,52,5.41 [2.61-11.21],5.81235811236098e-06
Chapter XI Diseases of the digestive system,Acute pancreatitis,CGREF1,Cell growth regulator with EF hand domain protein 1,25355,62,2.50 [1.56-3.99],0.0001342218004829
Chapter XI Diseases of the digestive system,Acute pancreatitis,CHGA,Chromogranin-A,22107,52,1.75 [1.45-2.11],5.745985742994501e-09
Chapter XI Diseases of the digestive system,Acute pancreatitis,CKAP4,Cytoskeleton-associated protein 4,25495,63,3.75 [2.13-6.60],4.629479709855417e-06
Chapter XI Diseases of the digestive system,Acute pancreatitis,CLSTN3,Calsyntenin-3,22070,51,2.83 [1.52-5.27],0.0009996125095867
