Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",CHAD,Chondroadherin,16457,123,0.46 [0.34-0.63],1.489054784723908e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",COL4A1,Collagen alpha-1(IV) chain,19220,152,2.37 [1.67-3.34],1.0646106075797186e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",EDA2R,Tumor necrosis factor receptor superfamily member 27,19383,151,2.95 [2.19-3.98],1.374800148994896e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",GDF15,Growth/differentiation factor 15,19462,152,2.22 [1.74-2.82],1.0424421574984927e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",HAVCR2,Hepatitis A virus cellular receptor 2,19257,153,2.26 [1.58-3.24],8.54985090739207e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",IGFBP4,Insulin-like growth factor-binding protein 4,19017,153,1.86 [1.42-2.44],7.881426015755235e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",IL4R,Interleukin-4 receptor subunit alpha,19177,153,2.15 [1.57-2.95],1.6713848389104067e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",PLAUR,Urokinase plasminogen activator surface receptor,19100,152,2.96 [1.84-4.76],7.140343902552727e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",TIMP4,Metalloproteinase inhibitor 4,19257,153,1.93 [1.47-2.55],2.590694698979263e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,19059,152,2.09 [1.53-2.87],3.8969255757147264e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,19257,153,1.90 [1.58-2.29],1.1930659282144446e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Collapsed vertebra, not elsewhere classified",WFDC2,WAP four-disulfide core domain protein 2,18283,142,2.07 [1.53-2.80],2.370974386990969e-06
