Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Bronchiectasis,ACTA2,"Actin, aortic smooth muscle",19071,507,1.41 [1.22-1.63],4.703844368742306e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,ACVRL1,Serine/threonine-protein kinase receptor R3,19218,509,2.37 [1.79-3.15],2.007572233017816e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,ADA2,Adenosine deaminase 2,19347,524,1.82 [1.54-2.14],1.3247746055683313e-12
Chapter X Diseases of the respiratory system,Bronchiectasis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,19551,526,3.17 [2.56-3.91],1.0728497480248398e-26
Chapter X Diseases of the respiratory system,Bronchiectasis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,19513,524,0.48 [0.41-0.57],2.944524972716142e-17
Chapter X Diseases of the respiratory system,Bronchiectasis,ADGRG1,Adhesion G-protein coupled receptor G1,19358,519,1.25 [1.15-1.36],1.905742311366916e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,ADM,Pro-adrenomedullin,19595,520,3.19 [2.36-4.31],3.4970838783500654e-14
Chapter X Diseases of the respiratory system,Bronchiectasis,AGER,Advanced glycosylation end product-specific receptor,19404,514,0.64 [0.53-0.78],9.496353801700948e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,AGRN,Agrin,19522,520,1.64 [1.33-2.02],4.088626771739197e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,ALPP,"Alkaline phosphatase, placental type",19358,519,1.34 [1.24-1.45],3.2896703039217826e-14
Chapter X Diseases of the respiratory system,Bronchiectasis,ANGPTL4,Angiopoietin-related protein 4,19490,519,1.77 [1.49-2.11],7.546806987162119e-11
Chapter X Diseases of the respiratory system,Bronchiectasis,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,19358,519,1.47 [1.28-1.69],8.591789297812124e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,AREG,Amphiregulin,19358,519,1.95 [1.68-2.25],8.455176266057669e-19
Chapter X Diseases of the respiratory system,Bronchiectasis,ASGR1,Asialoglycoprotein receptor 1,19250,510,2.25 [1.79-2.82],3.340204638624792e-12
Chapter X Diseases of the respiratory system,Bronchiectasis,ASGR2,Asialoglycoprotein receptor 2,16901,448,2.81 [2.07-3.81],2.634266248516564e-11
Chapter X Diseases of the respiratory system,Bronchiectasis,ATRAID,All-trans retinoic acid-induced differentiation factor,16805,441,1.76 [1.39-2.23],2.82461746646307e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,B2M,Beta-2-microglobulin,16923,442,1.72 [1.53-1.93],2.3641326057506672e-20
Chapter X Diseases of the respiratory system,Bronchiectasis,B4GALT1,"Beta-1,4-galactosyltransferase 1",19522,520,2.38 [1.83-3.11],1.6870565206015863e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,BAMBI,BMP and activin membrane-bound inhibitor homolog,19014,506,1.84 [1.44-2.34],8.315661213080645e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,BAP18,Chromatin complexes subunit BAP18,16856,441,1.35 [1.22-1.49],6.566208308332242e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",16879,446,1.76 [1.38-2.24],4.236465234370821e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,BCL2,Apoptosis regulator Bcl-2,16805,441,1.33 [1.18-1.50],1.440250830840456e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,16377,433,1.60 [1.33-1.91],5.190868559619568e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,BPIFB1,BPI fold-containing family B member 1,19374,516,1.85 [1.63-2.10],4.4999080372967295e-22
Chapter X Diseases of the respiratory system,Bronchiectasis,BRK1,Protein BRICK1,18989,506,1.53 [1.30-1.80],4.873801146012887e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,BSG,Basigin,19590,517,2.75 [1.90-3.98],7.772065408832653e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,BST2,Bone marrow stromal antigen 2,19586,526,1.47 [1.30-1.66],4.731653950062539e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,BTN2A1,Butyrophilin subfamily 2 member A1,19522,520,1.92 [1.46-2.52],3.177011834427181e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,BTN3A2,Butyrophilin subfamily 3 member A2,19379,516,1.72 [1.44-2.05],1.774586603576268e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,C1QA,Complement C1q subcomponent subunit A,19526,516,3.11 [2.26-4.28],3.20543850313843e-12
Chapter X Diseases of the respiratory system,Bronchiectasis,C1QTNF1,Complement C1q tumor necrosis factor-related protein 1,19548,527,1.54 [1.30-1.81],2.928978582868597e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,C1RL,Complement C1r subcomponent-like protein,16891,440,4.46 [2.77-7.19],7.9605521554187e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,C7,Complement component C7,16482,434,2.65 [1.98-3.54],5.851601955387098e-11
Chapter X Diseases of the respiratory system,Bronchiectasis,C9,Complement component C9,16901,448,1.95 [1.63-2.34],2.739458761898892e-13
Chapter X Diseases of the respiratory system,Bronchiectasis,CA14,Carbonic anhydrase 14,19595,520,0.50 [0.41-0.63],6.342924113871555e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,CA6,Carbonic anhydrase 6,19407,521,0.74 [0.65-0.83],1.2047438425705145e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,CALCA,Calcitonin,19220,509,1.30 [1.16-1.44],3.0583702935031053e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,CALCOCO2,Calcium-binding and coiled-coil domain-containing protein 2,16461,439,1.31 [1.17-1.47],4.829220978301902e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,CANT1,Soluble calcium-activated nucleotidase 1,19359,517,3.40 [2.34-4.93],1.3103707143479603e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,CAPG,Macrophage-capping protein,19263,514,1.41 [1.25-1.60],4.478375968847205e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CBLN4,Cerebellin-4,19595,520,0.48 [0.38-0.61],1.411327500968476e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL14,C-C motif chemokine 14,19416,524,1.61 [1.37-1.89],8.597062281896764e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL15,C-C motif chemokine 15,19673,527,1.58 [1.34-1.85],2.1729921318310847e-08
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL16,C-C motif chemokine 16,19673,527,1.52 [1.29-1.78],2.7560719239724384e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL17,C-C motif chemokine 17,19402,516,1.24 [1.14-1.34],5.807723737229937e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL18,C-C motif chemokine 18,19184,519,1.45 [1.34-1.57],2.0535626189610174e-21
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL19,C-C motif chemokine 19,19586,526,1.16 [1.10-1.21],2.594538236818942e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL20,C-C motif chemokine 20,19619,517,1.26 [1.18-1.35],4.37399141572011e-11
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL21,C-C motif chemokine 21,19522,520,1.38 [1.20-1.59],6.576515764958933e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL22,C-C motif chemokine 22,19264,512,1.39 [1.21-1.59],4.200266051679407e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL23,C-C motif chemokine 23,19522,520,1.63 [1.36-1.95],1.4933423567422413e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL28,C-C motif chemokine 28,19310,515,1.49 [1.32-1.67],3.2950272843647725e-11
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL3,C-C motif chemokine 3,19379,516,1.34 [1.25-1.45],1.8985530498262212e-14
Chapter X Diseases of the respiratory system,Bronchiectasis,CCL7,C-C motif chemokine 7,19379,516,1.54 [1.40-1.69],9.146334462193498e-19
Chapter X Diseases of the respiratory system,Bronchiectasis,CD14,Monocyte differentiation antigen CD14,19093,519,1.90 [1.61-2.23],9.316397013475581e-15
Chapter X Diseases of the respiratory system,Bronchiectasis,CD163,Scavenger receptor cysteine-rich type 1 protein M130,19548,527,1.54 [1.30-1.83],6.176447699154583e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,CD27,CD27 antigen,19513,524,2.15 [1.84-2.52],1.0562564921596665e-21
Chapter X Diseases of the respiratory system,Bronchiectasis,CD274,Programmed cell death 1 ligand 1,19250,510,2.41 [2.05-2.84],5.853403321318943e-26
Chapter X Diseases of the respiratory system,Bronchiectasis,CD300A,CMRF35-like molecule 8,16529,436,2.37 [1.77-3.17],5.921608114011847e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,CD300C,CMRF35-like molecule 6,19586,526,1.97 [1.59-2.42],2.514085663296905e-10
Chapter X Diseases of the respiratory system,Bronchiectasis,CD300E,CMRF35-like molecule 2,19536,519,1.89 [1.60-2.25],2.0969463175461714e-13
Chapter X Diseases of the respiratory system,Bronchiectasis,CD300LF,CMRF35-like molecule 1,19595,520,1.45 [1.26-1.66],3.024706543615217e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,CD302,CD302 antigen,19358,519,2.60 [2.11-3.20],2.0804489077357573e-19
Chapter X Diseases of the respiratory system,Bronchiectasis,CD34,Hematopoietic progenitor cell antigen CD34,19528,525,0.47 [0.34-0.65],5.318950271888154e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,CD40,Tumor necrosis factor receptor superfamily member 5,19432,517,1.57 [1.36-1.82],1.4007513166022415e-09
Chapter X Diseases of the respiratory system,Bronchiectasis,CD46,Membrane cofactor protein,19361,523,1.81 [1.42-2.29],1.214201252348814e-06
Chapter X Diseases of the respiratory system,Bronchiectasis,CD48,CD48 antigen,19490,519,1.93 [1.51-2.47],1.5105945990216677e-07
Chapter X Diseases of the respiratory system,Bronchiectasis,CD5,T-cell surface glycoprotein CD5,19564,520,1.74 [1.48-2.03],7.118838101114318e-12
