Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Oesophageal obstruction,ANXA10,Annexin A10,17509,73,1.59 [1.32-1.93],1.285340584732529e-06
Chapter XI Diseases of the digestive system,Oesophageal obstruction,CA9,Carbonic anhydrase 9,18055,75,2.12 [1.53-2.94],6.555704664161128e-06
Chapter XI Diseases of the digestive system,Oesophageal obstruction,CBLIF,Cobalamin binding intrinsic factor,17867,75,2.31 [1.80-2.98],7.308142796784795e-11
Chapter XI Diseases of the digestive system,Oesophageal obstruction,CGA,Glycoprotein hormones alpha chain,17907,72,1.92 [1.45-2.54],4.3897285973109246e-06
Chapter XI Diseases of the digestive system,Oesophageal obstruction,CHGA,Chromogranin-A,15591,67,2.87 [2.45-3.37],1.802226970758824e-38
Chapter XI Diseases of the digestive system,Oesophageal obstruction,CHI3L1,Chitinase-3-like protein 1,17523,69,1.76 [1.44-2.15],3.0461113411640744e-08
Chapter XI Diseases of the digestive system,Oesophageal obstruction,GAST,Gastrin,15527,68,1.99 [1.76-2.24],2.9463307830073895e-29
Chapter XI Diseases of the digestive system,Oesophageal obstruction,GHRL,Appetite-regulating hormone,17890,75,1.99 [1.55-2.55],5.8378773295250354e-08
Chapter XI Diseases of the digestive system,Oesophageal obstruction,ITGA11,Integrin alpha-11,17872,74,0.23 [0.13-0.40],3.077940962640467e-07
Chapter XI Diseases of the digestive system,Oesophageal obstruction,LIPF,Gastric triacylglycerol lipase,15155,64,2.33 [1.78-3.04],4.920382636813004e-10
Chapter XI Diseases of the digestive system,Oesophageal obstruction,PGA4,Pepsin A-4,15589,67,3.72 [2.88-4.81],1.0761342246041501e-23
Chapter XI Diseases of the digestive system,Oesophageal obstruction,PRSS8,Prostasin,17815,72,3.15 [2.04-4.87],2.456842573305565e-07
Chapter XI Diseases of the digestive system,Oesophageal obstruction,SCT,Secretin,15135,67,0.17 [0.10-0.29],1.4663270177911058e-10
Chapter XI Diseases of the digestive system,Oesophageal obstruction,TFF2,Trefoil factor 2,17926,74,2.06 [1.55-2.74],5.399301553104603e-07
Chapter XI Diseases of the digestive system,Oesophageal obstruction,TNF,Tumor necrosis factor,17577,74,2.07 [1.51-2.83],6.061125308885913e-06
Chapter XI Diseases of the digestive system,Oesophageal obstruction,VSIG2,V-set and immunoglobulin domain-containing protein 2,15511,65,3.56 [2.83-4.49],4.869553210579559e-27
