Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Cholelithiasis,ADM,Pro-adrenomedullin,22646,272,2.51 [1.67-3.77],9.646319938469993e-06
Chapter XI Diseases of the digestive system,Cholelithiasis,AGR2,Anterior gradient protein 2 homolog,21799,260,1.50 [1.36-1.67],1.4901613479172758e-14
Chapter XI Diseases of the digestive system,Cholelithiasis,AGRN,Agrin,22523,269,2.03 [1.58-2.60],2.3143724830089423e-08
Chapter XI Diseases of the digestive system,Cholelithiasis,ANXA10,Annexin A10,21956,260,1.33 [1.18-1.49],2.866233679666481e-06
Chapter XI Diseases of the digestive system,Cholelithiasis,AREG,Amphiregulin,22339,265,1.84 [1.47-2.30],1.1173816781724709e-07
Chapter XI Diseases of the digestive system,Cholelithiasis,B4GALT1,"Beta-1,4-galactosyltransferase 1",22523,269,2.41 [1.68-3.45],1.5677166467391585e-06
Chapter XI Diseases of the digestive system,Cholelithiasis,BTN2A1,Butyrophilin subfamily 2 member A1,22523,269,2.49 [1.78-3.48],9.53346921403093e-08
Chapter XI Diseases of the digestive system,Cholelithiasis,CD300C,CMRF35-like molecule 6,22649,269,2.15 [1.62-2.85],1.1933310392902598e-07
Chapter XI Diseases of the digestive system,Cholelithiasis,CD300E,CMRF35-like molecule 2,22588,272,1.74 [1.38-2.19],2.9618000831336687e-06
Chapter XI Diseases of the digestive system,Cholelithiasis,CD302,CD302 antigen,22339,265,2.07 [1.55-2.78],1.0511490659408992e-06
Chapter XI Diseases of the digestive system,Cholelithiasis,CD8A,T-cell surface glycoprotein CD8 alpha chain,22649,269,1.57 [1.29-1.91],8.610610795776364e-06
Chapter XI Diseases of the digestive system,Cholelithiasis,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,22039,262,1.57 [1.29-1.90],6.525304442737675e-06
Chapter XI Diseases of the digestive system,Cholelithiasis,CHGA,Chromogranin-A,19449,218,1.32 [1.17-1.49],4.391131836688126e-06
Chapter XI Diseases of the digestive system,Cholelithiasis,CKAP4,Cytoskeleton-associated protein 4,22603,272,2.14 [1.60-2.87],3.865935855890189e-07
Chapter XI Diseases of the digestive system,Cholelithiasis,CLEC4D,C-type lectin domain family 4 member D,22425,268,1.60 [1.36-1.89],1.4226880767957646e-08
Chapter XI Diseases of the digestive system,Cholelithiasis,CLEC5A,C-type lectin domain family 5 member A,22365,270,2.08 [1.51-2.87],7.662336397015375e-06
