Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SCGB3A2,Secretoglobin family 3A member 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,21485,640,1.15 [1.08-1.24],3.704758052682842e-05
SCGB3A2,Secretoglobin family 3A member 2,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,12047,110,1.36 [1.19-1.54],3.1556772720263858e-06
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,17127,2168,1.14 [1.10-1.19],4.53502539982593e-10
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,20111,1140,1.16 [1.10-1.23],1.903842682285074e-08
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,Asthma,15103,866,1.16 [1.09-1.23],3.661512496558754e-06
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",14708,866,1.16 [1.09-1.23],2.4463338773346608e-06
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",15094,857,1.16 [1.09-1.23],3.1713606448078333e-06
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,22647,125,1.51 [1.36-1.67],3.2362173110885003e-15
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,Interstitial lung disease,21572,98,1.56 [1.40-1.74],5.500547384823727e-16
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,"ILD, hospital admissions",22744,98,1.55 [1.40-1.73],8.524382858017944e-16
SCGB3A2,Secretoglobin family 3A member 2,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,21565,91,1.56 [1.39-1.74],1.1631214728386864e-14
SCGB3A2,Secretoglobin family 3A member 2,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,19531,89,1.34 [1.16-1.54],5.575746341846239e-05
