Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
IL1B,Interleukin-1 beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,21878,69,1.75 [1.38-2.22],4.417947102180447e-06
IL1B,Interleukin-1 beta,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,19286,733,1.24 [1.12-1.37],5.700463818947842e-05
