Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,ASGR1,Asialoglycoprotein receptor 1,21279,1066,1.83 [1.54-2.17],4.775440132538388e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,CHGA,Chromogranin-A,18609,932,1.23 [1.15-1.31],2.7408102783075176e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,COL6A3,Collagen alpha-3(VI) chain,21743,1088,1.58 [1.37-1.81],1.2175252785769767e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,GAST,Gastrin,18562,936,1.17 [1.13-1.22],1.0698455587090837e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,KLK4,Kallikrein-4,21659,1081,1.40 [1.30-1.52],7.709273136870714e-18
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,LGALS9,Galectin-9,21457,1072,1.94 [1.64-2.29],5.351833630333046e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,LMNB2,Lamin-B2,18562,936,1.87 [1.54-2.28],3.1515257898229416e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,PLAUR,Urokinase plasminogen activator surface receptor,21307,1067,1.79 [1.50-2.14],1.7961613815903507e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,RBFOX3,RNA binding protein fox-1 homolog 3,18569,939,1.76 [1.55-2.00],2.614134228229913e-18
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,REN,Renin,21463,1071,1.22 [1.14-1.29],2.4258151049836976e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,21279,1066,1.32 [1.21-1.45],7.303957226241143e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,YAP1,Transcriptional coactivator YAP1,18562,936,1.85 [1.52-2.25],9.7165512256692e-10
