Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diseases of the digestive system,A1BG,Alpha-1B-glycoprotein,19365,274,1.43 [0.71-2.89],0.3123506590613052
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AAMDC,Mth938 domain-containing protein,18809,267,0.90 [0.72-1.14],0.3899588399301857
Chapter XI Diseases of the digestive system,Diseases of the digestive system,AARSD1,Alanyl-tRNA editing protein Aarsd1,22230,313,1.13 [0.94-1.35],0.1860448142568804
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABCA2,ATP-binding cassette sub-family A member 2,18682,265,1.23 [0.89-1.70],0.2091989611092136
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABHD14B,Protein ABHD14B,22068,313,0.89 [0.74-1.06],0.1905345688957718
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABL1,Tyrosine-protein kinase ABL1,22230,313,1.00 [0.86-1.16],0.954750440237794
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABO,Histo-blood group ABO system transferase,19374,275,1.02 [0.94-1.10],0.6736466886407193
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ABRAXAS2,BRISC complex subunit Abraxas 2,18682,265,1.00 [0.83-1.20],0.9791561093381076
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21799,306,1.04 [0.92-1.18],0.5272433929008274
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19018,268,1.13 [0.97-1.32],0.1221001357509667
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",19342,272,1.04 [0.92-1.19],0.5221937625085118
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACAN,Aggrecan core protein,22106,320,1.14 [0.80-1.64],0.4664342451715169
Chapter XI Diseases of the digestive system,Diseases of the digestive system,ACE,Angiotensin-converting enzyme,19374,275,1.28 [0.84-1.95],0.2556716786593619
