Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastric ulcer,A1BG,Alpha-1B-glycoprotein,15642,129,2.16 [0.77-6.11],0.1447826906821305
Chapter XI Diseases of the digestive system,Gastric ulcer,AAMDC,Mth938 domain-containing protein,15214,123,1.04 [0.75-1.45],0.818167020162473
Chapter XI Diseases of the digestive system,Gastric ulcer,AARSD1,Alanyl-tRNA editing protein Aarsd1,17917,160,1.01 [0.79-1.30],0.92392328316255
Chapter XI Diseases of the digestive system,Gastric ulcer,ABCA2,ATP-binding cassette sub-family A member 2,15108,122,1.11 [0.67-1.83],0.6833142560533
Chapter XI Diseases of the digestive system,Gastric ulcer,ABHD14B,Protein ABHD14B,17784,155,0.94 [0.73-1.22],0.642648510832093
Chapter XI Diseases of the digestive system,Gastric ulcer,ABL1,Tyrosine-protein kinase ABL1,17917,160,0.99 [0.80-1.23],0.94655192864423
Chapter XI Diseases of the digestive system,Gastric ulcer,ABO,Histo-blood group ABO system transferase,15650,128,0.89 [0.79-1.01],0.0648982301134702
Chapter XI Diseases of the digestive system,Gastric ulcer,ABRAXAS2,BRISC complex subunit Abraxas 2,15108,122,0.99 [0.75-1.29],0.9183327788277136
Chapter XI Diseases of the digestive system,Gastric ulcer,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",17568,155,1.33 [1.13-1.57],0.0007264017492473
Chapter XI Diseases of the digestive system,Gastric ulcer,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",15376,126,1.20 [0.98-1.48],0.0840284891976154
Chapter XI Diseases of the digestive system,Gastric ulcer,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",15637,126,1.13 [0.94-1.36],0.2037864670009463
Chapter XI Diseases of the digestive system,Gastric ulcer,ACAN,Aggrecan core protein,17798,158,1.07 [0.64-1.78],0.798829635696024
Chapter XI Diseases of the digestive system,Gastric ulcer,ACE,Angiotensin-converting enzyme,15650,128,1.47 [0.80-2.69],0.2103519014277568
Chapter XI Diseases of the digestive system,Gastric ulcer,ACE2,Angiotensin-converting enzyme 2,17678,154,1.49 [1.19-1.87],0.0005216479893077
Chapter XI Diseases of the digestive system,Gastric ulcer,ACHE,Acetylcholinesterase,15282,126,1.56 [0.98-2.50],0.0632844905969765
Chapter XI Diseases of the digestive system,Gastric ulcer,ACOT13,Acyl-coenzyme A thioesterase 13,15579,129,1.05 [0.91-1.22],0.4917014071606566
Chapter XI Diseases of the digestive system,Gastric ulcer,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,17975,160,1.27 [0.98-1.64],0.0765302450066482
Chapter XI Diseases of the digestive system,Gastric ulcer,ACP1,Low molecular weight phosphotyrosine protein phosphatase,15169,124,0.57 [0.37-0.88],0.010844216031022
Chapter XI Diseases of the digestive system,Gastric ulcer,ACP5,Tartrate-resistant acid phosphatase type 5,18057,161,1.41 [0.93-2.16],0.1082479379144906
Chapter XI Diseases of the digestive system,Gastric ulcer,ACP6,Lysophosphatidic acid phosphatase type 6,18123,163,1.00 [0.81-1.23],0.996412529768176
Chapter XI Diseases of the digestive system,Gastric ulcer,ACRBP,Acrosin-binding protein,15574,128,1.06 [0.69-1.64],0.7854859666949853
Chapter XI Diseases of the digestive system,Gastric ulcer,ACRV1,Acrosomal protein SP-10,15169,124,0.95 [0.81-1.13],0.5756282340545245
Chapter XI Diseases of the digestive system,Gastric ulcer,ACSL1,Long-chain-fatty-acid--CoA ligase 1,15108,122,1.22 [0.77-1.92],0.3987058786644023
Chapter XI Diseases of the digestive system,Gastric ulcer,ACTA2,"Actin, aortic smooth muscle",17678,154,1.47 [1.13-1.91],0.0036690756359538
Chapter XI Diseases of the digestive system,Gastric ulcer,ACTN2,Alpha-actinin-2,15108,122,1.26 [0.99-1.62],0.0639980554874754
Chapter XI Diseases of the digestive system,Gastric ulcer,ACTN4,Alpha-actinin-4,17668,159,1.06 [0.70-1.62],0.7723506575425721
Chapter XI Diseases of the digestive system,Gastric ulcer,ACVRL1,Serine/threonine-protein kinase receptor R3,17804,155,2.36 [1.48-3.75],0.0002918087440483
Chapter XI Diseases of the digestive system,Gastric ulcer,ACY1,Aminoacylase-1,17975,160,1.19 [0.95-1.48],0.1249733489527073
Chapter XI Diseases of the digestive system,Gastric ulcer,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,15108,122,1.31 [0.97-1.77],0.0734407327548368
Chapter XI Diseases of the digestive system,Gastric ulcer,ACYP1,Acylphosphatase-1,15236,125,0.99 [0.76-1.29],0.9471062091154356
Chapter XI Diseases of the digestive system,Gastric ulcer,ADA,Adenosine deaminase,18188,162,1.40 [0.97-2.00],0.0687246913940587
Chapter XI Diseases of the digestive system,Gastric ulcer,ADA2,Adenosine deaminase 2,17905,159,1.87 [1.40-2.48],2.00799045803108e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,15169,124,2.48 [1.75-3.51],3.575887735194889e-07
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,17678,154,1.49 [0.94-2.35],0.0883243469537411
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,17835,155,1.37 [0.93-2.01],0.1105228928660722
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,18188,162,1.02 [0.69-1.52],0.906399568914098
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,18108,159,1.67 [1.10-2.55],0.0161271601837076
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,15579,129,2.30 [1.46-3.62],0.0003151267924322
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,15169,124,1.70 [1.10-2.61],0.0164933536008853
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,18205,161,0.56 [0.32-0.98],0.0415868193150891
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,17917,160,1.59 [1.14-2.23],0.0066914174562274
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,17678,154,0.96 [0.60-1.53],0.8593126486697318
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,15169,124,2.00 [1.32-3.03],0.001058807888492
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,18030,159,0.69 [0.51-0.93],0.0152605180741666
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTSL2,ADAMTS-like protein 2,15651,127,2.18 [1.44-3.28],0.0001982721797878
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTSL4,ADAMTS-like protein 4,15214,123,1.37 [0.67-2.79],0.3903714410252171
Chapter XI Diseases of the digestive system,Gastric ulcer,ADAMTSL5,ADAMTS-like protein 5,15637,126,1.09 [0.71-1.69],0.6913748723627664
Chapter XI Diseases of the digestive system,Gastric ulcer,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,17568,155,0.71 [0.41-1.22],0.2102077203541541
Chapter XI Diseases of the digestive system,Gastric ulcer,ADD1,Alpha-adducin,15282,126,0.96 [0.75-1.22],0.7304159367166468
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRB3,Adhesion G protein-coupled receptor B3,17804,155,1.54 [1.01-2.33],0.0429274380756213
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRD1,Adhesion G-protein coupled receptor D1,15282,126,2.01 [1.37-2.94],0.000348965802352
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRE1,Adhesion G protein-coupled receptor E1,15579,129,1.54 [1.15-2.05],0.0033678341254497
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRE2,Adhesion G protein-coupled receptor E2,18039,160,1.68 [1.04-2.70],0.0338261430993067
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRE5,Adhesion G protein-coupled receptor E5,18120,161,1.39 [0.90-2.15],0.1320811268040213
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRF5,Adhesion G protein-coupled receptor F5,15637,126,2.09 [1.11-3.96],0.0228539097126769
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRG1,Adhesion G-protein coupled receptor G1,17917,160,1.28 [1.12-1.46],0.0003039838703436
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRG2,Adhesion G-protein coupled receptor G2,17975,160,0.57 [0.37-0.88],0.0117700231211116
Chapter XI Diseases of the digestive system,Gastric ulcer,ADGRV1,Adhesion G-protein coupled receptor V1,15140,126,0.82 [0.61-1.09],0.1683978944603112
Chapter XI Diseases of the digestive system,Gastric ulcer,ADH1B,All-trans-retinol dehydrogenase,15282,126,1.20 [0.97-1.49],0.0963308265972738
Chapter XI Diseases of the digestive system,Gastric ulcer,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,17678,154,1.22 [1.02-1.46],0.0258963131925957
Chapter XI Diseases of the digestive system,Gastric ulcer,ADIPOQ,Adiponectin,15642,129,0.90 [0.70-1.15],0.3872103848654104
Chapter XI Diseases of the digestive system,Gastric ulcer,ADM,Pro-adrenomedullin,18143,163,2.90 [1.71-4.89],6.974030914075903e-05
Chapter XI Diseases of the digestive system,Gastric ulcer,ADRA2A,Alpha-2A adrenergic receptor,15108,122,0.83 [0.61-1.12],0.2132435220970344
Chapter XI Diseases of the digestive system,Gastric ulcer,AFAP1,Actin filament-associated protein 1,15282,126,1.15 [0.94-1.40],0.1801664373165107
Chapter XI Diseases of the digestive system,Gastric ulcer,AFM,Afamin,15642,129,1.86 [0.82-4.19],0.1372789490894718
Chapter XI Diseases of the digestive system,Gastric ulcer,AFP,Alpha-fetoprotein,17770,155,0.79 [0.63-0.99],0.0427282723414641
Chapter XI Diseases of the digestive system,Gastric ulcer,AGBL2,Cytosolic carboxypeptidase 2,15140,126,1.18 [0.97-1.43],0.0982768678074048
Chapter XI Diseases of the digestive system,Gastric ulcer,AGER,Advanced glycosylation end product-specific receptor,17923,160,1.33 [0.96-1.84],0.0869419502084159
Chapter XI Diseases of the digestive system,Gastric ulcer,AGR2,Anterior gradient protein 2 homolog,17464,152,1.26 [1.09-1.46],0.0017225700243431
Chapter XI Diseases of the digestive system,Gastric ulcer,AGR3,Anterior gradient protein 3,17537,153,1.16 [0.92-1.46],0.211462794525126
Chapter XI Diseases of the digestive system,Gastric ulcer,AGRN,Agrin,18039,160,2.35 [1.71-3.22],1.1162158176468073e-07
Chapter XI Diseases of the digestive system,Gastric ulcer,AGRP,Agouti-related protein,18188,162,1.10 [0.84-1.45],0.4687614830943127
Chapter XI Diseases of the digestive system,Gastric ulcer,AGT,Angiotensinogen,15650,128,0.89 [0.40-1.98],0.7801089923311978
Chapter XI Diseases of the digestive system,Gastric ulcer,AGXT,Serine--pyruvate aminotransferase,17975,160,1.38 [1.17-1.64],0.0002003622390198
Chapter XI Diseases of the digestive system,Gastric ulcer,AHCY,Adenosylhomocysteinase,17975,160,0.96 [0.77-1.18],0.6871549755222929
Chapter XI Diseases of the digestive system,Gastric ulcer,AHNAK,Neuroblast differentiation-associated protein AHNAK,15214,123,1.07 [0.63-1.82],0.808190417468777
Chapter XI Diseases of the digestive system,Gastric ulcer,AHNAK2,Protein AHNAK2,15214,123,1.36 [0.81-2.30],0.2464581014597003
Chapter XI Diseases of the digestive system,Gastric ulcer,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,15574,128,1.06 [0.82-1.36],0.6627404808945732
Chapter XI Diseases of the digestive system,Gastric ulcer,AHSG,Alpha-2-HS-glycoprotein,15650,128,2.09 [1.13-3.86],0.018477214097901
Chapter XI Diseases of the digestive system,Gastric ulcer,AHSP,Alpha-hemoglobin-stabilizing protein,17958,156,1.06 [0.89-1.26],0.5056655739012392
Chapter XI Diseases of the digestive system,Gastric ulcer,AIDA,"Axin interactor, dorsalization-associated protein",15193,125,0.85 [0.66-1.09],0.1909844748831842
Chapter XI Diseases of the digestive system,Gastric ulcer,AIF1,Allograft inflammatory factor 1,17568,155,1.01 [0.77-1.33],0.940346202129768
Chapter XI Diseases of the digestive system,Gastric ulcer,AIF1L,Allograft inflammatory factor 1-like,15214,123,1.11 [0.82-1.49],0.4978649698932336
Chapter XI Diseases of the digestive system,Gastric ulcer,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",17887,160,1.11 [0.97-1.26],0.1149063860972612
Chapter XI Diseases of the digestive system,Gastric ulcer,AK1,Adenylate kinase isoenzyme 1,17975,160,1.09 [0.88-1.36],0.4273723803988832
Chapter XI Diseases of the digestive system,Gastric ulcer,AK2,"Adenylate kinase 2, mitochondrial",15588,129,1.01 [0.86-1.18],0.9138839627120054
Chapter XI Diseases of the digestive system,Gastric ulcer,AKAP12,A-kinase anchor protein 12,15282,126,1.86 [0.92-3.76],0.084885567529309
Chapter XI Diseases of the digestive system,Gastric ulcer,AKR1B1,Aldo-keto reductase family 1 member B1,17568,155,0.89 [0.73-1.09],0.2493235609665688
Chapter XI Diseases of the digestive system,Gastric ulcer,AKR1B10,Aldo-keto reductase family 1 member B10,15193,125,1.29 [1.02-1.64],0.0332715933417719
Chapter XI Diseases of the digestive system,Gastric ulcer,AKR1C4,Aldo-keto reductase family 1 member C4,17678,154,1.05 [0.79-1.39],0.7390002457565286
Chapter XI Diseases of the digestive system,Gastric ulcer,AKR7L,Aflatoxin B1 aldehyde reductase member 4,15169,124,0.97 [0.75-1.27],0.8376000319392903
Chapter XI Diseases of the digestive system,Gastric ulcer,AKT1S1,Proline-rich AKT1 substrate 1,17591,155,0.96 [0.77-1.19],0.6822789703405805
Chapter XI Diseases of the digestive system,Gastric ulcer,AKT2,RAC-beta serine/threonine-protein kinase,15606,129,0.93 [0.82-1.07],0.3166090621093234
Chapter XI Diseases of the digestive system,Gastric ulcer,AKT3,RAC-gamma serine/threonine-protein kinase,17492,155,0.84 [0.65-1.08],0.1687604604342089
Chapter XI Diseases of the digestive system,Gastric ulcer,ALCAM,CD166 antigen,18205,161,2.33 [1.20-4.53],0.0122973258113937
Chapter XI Diseases of the digestive system,Gastric ulcer,ALDH1A1,Retinal dehydrogenase 1,17991,156,1.22 [0.95-1.57],0.1124856121520552
Chapter XI Diseases of the digestive system,Gastric ulcer,ALDH2,"Aldehyde dehydrogenase, mitochondrial",15574,128,1.18 [0.90-1.55],0.2381805059294115
Chapter XI Diseases of the digestive system,Gastric ulcer,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",17925,161,1.25 [1.06-1.48],0.0084899806173983
Chapter XI Diseases of the digestive system,Gastric ulcer,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",15606,129,1.67 [1.23-2.27],0.0011395148921665
Chapter XI Diseases of the digestive system,Gastric ulcer,ALMS1,Alstrom syndrome protein 1,15376,126,1.20 [0.85-1.70],0.2936375191784652
Chapter XI Diseases of the digestive system,Gastric ulcer,ALPI,Intestinal-type alkaline phosphatase,15169,124,1.07 [0.94-1.23],0.3083504424682097
Chapter XI Diseases of the digestive system,Gastric ulcer,ALPP,"Alkaline phosphatase, placental type",17917,160,1.22 [1.08-1.38],0.0012946310830261
Chapter XI Diseases of the digestive system,Gastric ulcer,AMBN,Ameloblastin,17668,159,0.68 [0.38-1.24],0.2128909852626599
Chapter XI Diseases of the digestive system,Gastric ulcer,AMBP,Protein AMBP,18114,162,3.34 [1.75-6.36],0.00024119197175
