Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Asthma,A1BG,Alpha-1B-glycoprotein,13990,575,2.19 [1.34-3.59],0.0017892745118814
Chapter X Diseases of the respiratory system,Asthma,AAMDC,Mth938 domain-containing protein,13593,567,1.06 [0.91-1.24],0.4532461294937762
Chapter X Diseases of the respiratory system,Asthma,AARSD1,Alanyl-tRNA editing protein Aarsd1,16033,658,1.07 [0.95-1.22],0.2720967004075332
Chapter X Diseases of the respiratory system,Asthma,ABCA2,ATP-binding cassette sub-family A member 2,13508,558,1.18 [0.93-1.49],0.17858329212989
Chapter X Diseases of the respiratory system,Asthma,ABHD14B,Protein ABHD14B,15901,648,1.04 [0.92-1.18],0.5501687383777584
Chapter X Diseases of the respiratory system,Asthma,ABL1,Tyrosine-protein kinase ABL1,16033,658,1.11 [1.00-1.23],0.0471070836583629
Chapter X Diseases of the respiratory system,Asthma,ABO,Histo-blood group ABO system transferase,13990,570,1.00 [0.95-1.06],0.8879360069624066
Chapter X Diseases of the respiratory system,Asthma,ABRAXAS2,BRISC complex subunit Abraxas 2,13508,558,1.03 [0.91-1.17],0.657966623657116
Chapter X Diseases of the respiratory system,Asthma,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",15740,638,1.02 [0.93-1.12],0.6638926285172703
Chapter X Diseases of the respiratory system,Asthma,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",13735,562,0.94 [0.83-1.07],0.3713240754672021
Chapter X Diseases of the respiratory system,Asthma,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",13984,572,1.09 [0.99-1.19],0.0675177208998659
Chapter X Diseases of the respiratory system,Asthma,ACAN,Aggrecan core protein,15940,665,0.59 [0.46-0.77],6.980729896471163e-05
Chapter X Diseases of the respiratory system,Asthma,ACE,Angiotensin-converting enzyme,13990,570,1.09 [0.80-1.49],0.5693159968505116
Chapter X Diseases of the respiratory system,Asthma,ACE2,Angiotensin-converting enzyme 2,15827,652,1.14 [1.00-1.29],0.0416619747290544
Chapter X Diseases of the respiratory system,Asthma,ACHE,Acetylcholinesterase,13663,560,0.55 [0.42-0.71],6.228015736249216e-06
Chapter X Diseases of the respiratory system,Asthma,ACOT13,Acyl-coenzyme A thioesterase 13,13927,572,1.07 [0.99-1.15],0.079180582919324
Chapter X Diseases of the respiratory system,Asthma,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,16113,669,1.16 [1.01-1.33],0.0302653727930612
