Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
PILRB,Paired immunoglobulin-like type 2 receptor beta,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Diabetic nephropathy, excluding more controls",Inverse variance weighted,76,1.06 [1.02-1.11],0.005862432688906
PILRB,Paired immunoglobulin-like type 2 receptor beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,Inverse variance weighted,76,0.97 [0.96-0.99],0.0001121441631699
PILRB,Paired immunoglobulin-like type 2 receptor beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,Inverse variance weighted,76,0.98 [0.97-1.00],0.0086496300568063
PILRB,Paired immunoglobulin-like type 2 receptor beta,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,Inverse variance weighted,76,0.99 [0.98-1.00],0.0086657780404551
PILRB,Paired immunoglobulin-like type 2 receptor beta,Chapter X Diseases of the respiratory system,Viral pneumonia,Inverse variance weighted,76,0.94 [0.90-0.99],0.009548530306517
PILRB,Paired immunoglobulin-like type 2 receptor beta,Chapter V Mental and behavioural disorders,Any mental disorder,Inverse variance weighted,76,0.99 [0.98-0.99],0.0017307741734354
PILRB,Paired immunoglobulin-like type 2 receptor beta,Chapter XII Diseases of the skin and subcutaneous tissue,Cellulitis,Inverse variance weighted,76,1.04 [1.01-1.07],0.0062757339619289
PILRB,Paired immunoglobulin-like type 2 receptor beta,Chapter XIV Diseases of the genitourinary system,Other disorders of urethra and urinary system,Inverse variance weighted,76,0.97 [0.96-0.99],0.0001459945669743
PILRB,Paired immunoglobulin-like type 2 receptor beta,Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,Inverse variance weighted,76,0.98 [0.97-1.00],0.0055403645952373
PILRB,Paired immunoglobulin-like type 2 receptor beta,Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,Inverse variance weighted,76,1.03 [1.01-1.06],0.0049180349937009
PILRB,Paired immunoglobulin-like type 2 receptor beta,Chapter V Mental and behavioural disorders,Smoking dependency,Inverse variance weighted,76,0.93 [0.88-0.98],0.0050050247575628
