Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
GGT1,Glutathione hydrolase 1 proenzyme,Chapter VI Diseases of the nervous system,Episodal and paroxysmal disorders,Inverse variance weighted,16,1.07 [1.03-1.11],0.0010966999951767
GGT1,Glutathione hydrolase 1 proenzyme,Chapter XI Diseases of the digestive system,Cholelithiasis,Inverse variance weighted,16,1.13 [1.05-1.22],0.0011463761761826
GGT1,Glutathione hydrolase 1 proenzyme,Chapter XI Diseases of the digestive system,Other diseases of liver,Inverse variance weighted,16,1.36 [1.14-1.62],0.00075092894934
GGT1,Glutathione hydrolase 1 proenzyme,Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",Inverse variance weighted,16,1.09 [1.04-1.15],0.0010214745517351
GGT1,Glutathione hydrolase 1 proenzyme,Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,Inverse variance weighted,16,1.42 [1.17-1.71],0.0003393362669705
