Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
HSPB6,Heat shock protein beta-6,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Anaemia in chronic diseases classified elsewhere,Inverse variance weighted,5,0.24 [0.08-0.69],0.008378667702452
HSPB6,Heat shock protein beta-6,Chapter IX Diseases of the circulatory system,Other disorders of veins,Inverse variance weighted,5,1.36 [1.08-1.72],0.0093136954777441
