Protein,Protein_definition,Disease_category,Disease,Method,Nb_SNP,OR[95%CI],P_value
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Chapter IX Diseases of the circulatory system,"Hypertension, essential",Inverse variance weighted,20,0.87 [0.82-0.93],4.292461434474e-05
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Chapter IX Diseases of the circulatory system,Hypertension,Inverse variance weighted,20,0.86 [0.81-0.92],2.7685839598004e-06
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Chapter XI Diseases of the digestive system,Other diseases of intestines,Inverse variance weighted,20,1.05 [1.01-1.10],0.0080196157138655
NTproBNP,N-terminal prohormone of brain natriuretic peptide,Chapter V Mental and behavioural disorders,Smoking dependency,Inverse variance weighted,20,1.34 [1.09-1.64],0.0057010139877698
