Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",26974,103,1.02 [0.83-1.25],0.8462195549107501
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",27532,143,0.93 [0.79-1.11],0.4197725870135733
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",27288,984,1.02 [0.95-1.09],0.6312174540869304
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Candidiasis,27564,298,1.11 [0.98-1.25],0.0981122955910952
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,26785,2720,1.02 [0.98-1.06],0.4509883425129448
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),27033,2028,1.00 [0.95-1.04],0.909421969302648
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,27357,990,1.07 [1.00-1.14],0.0438836591809797
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,27479,43,0.69 [0.54-0.89],0.0039877886849159
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,26319,628,1.06 [0.98-1.15],0.1615149152306882
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,25450,606,1.00 [0.92-1.09],0.9824237627515268
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,25693,169,1.18 [1.01-1.39],0.0378618093640479
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,20522,1185,1.03 [0.97-1.10],0.3288214868543248
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,25449,280,1.02 [0.90-1.16],0.7343669466561917
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,27519,1152,1.07 [1.00-1.13],0.0442382575255481
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Mycoses,27626,360,1.03 [0.92-1.15],0.6111309229845321
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,26900,596,1.04 [0.96-1.13],0.3604495372145291
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,27563,692,1.05 [0.97-1.14],0.2099606636648882
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,26512,145,0.94 [0.79-1.11],0.4424264158462623
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Other infectious diseases,27666,33,1.20 [0.84-1.72],0.3146906084015063
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Other septicaemia,27479,608,1.07 [0.98-1.17],0.1090375732043306
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,27507,71,1.23 [0.97-1.57],0.0918779154488554
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Other viral diseases,27574,171,0.95 [0.81-1.11],0.4992139517001165
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",27558,155,0.97 [0.82-1.14],0.7083601256610486
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,26632,328,0.97 [0.86-1.08],0.5718903424188473
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Viral agents as the cause of diseases classified to other chapters,26547,243,1.09 [0.95-1.24],0.2325989801769385
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Viral and other specified intestinal infections,26449,82,1.05 [0.83-1.33],0.6633750884495084
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Viral hepatitis,27639,51,0.87 [0.67-1.14],0.3107458891423524
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,27604,130,0.91 [0.76-1.09],0.2917514436455834
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Viral warts,27517,43,0.79 [0.59-1.04],0.0970093789959831
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter I Certain infectious and parasitic diseases,Zoster [herpes zoster],27525,51,1.00 [0.75-1.34],0.9949648802473248
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign lipomatous neoplasm,27379,314,1.04 [0.92-1.17],0.5175911380116497
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,27574,75,1.21 [0.95-1.54],0.1225009700544847
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,27558,78,1.05 [0.83-1.33],0.7033029173207537
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign lipomatous neoplasm of spermatic cord,12358,45,0.96 [0.70-1.30],0.7865544837014491
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",27476,1161,1.03 [0.97-1.09],0.349152591931177
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm of meninges,27654,48,0.96 [0.71-1.30],0.7879779275983485
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,27631,51,0.87 [0.66-1.14],0.3076234852703014
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm of other and unspecified endocrine glands,27644,93,1.17 [0.94-1.45],0.1611786850864551
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm of ovary,15247,97,1.04 [0.84-1.29],0.7071695947759802
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm: Ascending colon,27661,272,0.97 [0.85-1.09],0.5883469538477191
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm: Caecum,27657,202,0.99 [0.85-1.14],0.8513288844377171
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",27597,53,0.91 [0.69-1.20],0.4866933213979288
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm: Descending colon,27659,171,0.91 [0.78-1.06],0.2090342103156252
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm: Rectum,27623,287,1.00 [0.88-1.13],0.974124158627944
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,27595,532,1.00 [0.92-1.10],0.9619778518002696
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Benign neoplasm: Transverse colon,27661,303,0.99 [0.88-1.11],0.864917087226694
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Carcinoma in situ of breast,13108,85,0.74 [0.61-0.90],0.0025496869365319
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Carcinoma in situ of breast, intraductal",13156,97,0.79 [0.65-0.96],0.0197858684669335
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",23909,30,0.77 [0.56-1.05],0.0959828981408607
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Diffuse large B-cell lymphoma, excluding all cancers (controls excluding all cancers)",23916,37,1.47 [1.05-2.04],0.0226906701028742
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",27627,110,1.11 [0.91-1.36],0.2942258055254965
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Haemangioma, any site",27627,108,1.15 [0.94-1.40],0.1809738392190434
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Leiomyoma of uterus,14612,411,0.95 [0.86-1.06],0.3594899830673795
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Lung cancer and mesothelioma,20549,174,1.08 [0.92-1.26],0.3580930815649163
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,Lymphoid leukaemia,23908,29,0.98 [0.67-1.44],0.9271806670851616
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",24028,149,1.15 [0.97-1.37],0.109706649455971
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of bladder, excluding all cancers (controls excluding all cancers)",23961,82,1.01 [0.80-1.27],0.9297543554294936
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of corpus uteri, excluding all cancers (controls excluding all cancers)",13208,80,1.08 [0.85-1.38],0.5108672902628655
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder, excluding all cancers (controls excluding all cancers)",23930,51,1.02 [0.76-1.37],0.8906794679463867
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of kidney, except renal pelvis, excluding all cancers (controls excluding all cancers)",23942,63,0.93 [0.72-1.20],0.5693163626574749
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of oesophagus, excluding all cancers (controls excluding all cancers)",23949,70,0.94 [0.74-1.20],0.6216895025189157
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of ovary, excluding all cancers (controls excluding all cancers)",13183,55,1.07 [0.80-1.42],0.6494428409226825
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of pancreas, excluding all cancers (controls excluding all cancers)",23932,53,1.06 [0.79-1.41],0.6996842992439876
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",11164,413,1.08 [0.97-1.19],0.1478453663473618
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of rectum, excluding all cancers (controls excluding all cancers)",23971,92,1.09 [0.88-1.36],0.4224570648109099
WASF3,Wiskott-Aldrich syndrome protein family member 3,Chapter II Neoplasms,"Malignant neoplasm of stomach, excluding all cancers (controls excluding all cancers)",23934,55,1.05 [0.79-1.40],0.7288353668548401
