Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",27596,108,0.99 [0.86-1.14],0.883222131030687
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",28170,146,0.95 [0.84-1.08],0.4279247669764537
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",27921,1008,1.01 [0.96-1.06],0.7498286611686011
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Candidiasis,28204,307,1.06 [0.97-1.15],0.1961491220299338
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,27416,2783,0.99 [0.96-1.02],0.4880215979602536
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),27656,2087,0.96 [0.93-0.99],0.0125396434145396
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Diarrhoea and gastroenteritis of presumed infectious origin,27993,1002,1.00 [0.95-1.05],0.9556380504627146
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Enterocolitis due to Clostridium difficile,28118,44,0.85 [0.67-1.07],0.1633086668394984
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,26930,645,0.97 [0.92-1.03],0.339127186377498
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,26051,626,0.96 [0.91-1.02],0.2027728115795566
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Implicit fungal Sepsis,26285,173,1.04 [0.93-1.16],0.4993086982735089
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,21013,1211,0.97 [0.93-1.01],0.1286253183847946
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,26041,286,0.99 [0.91-1.08],0.9082945741411644
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,28157,1166,1.00 [0.95-1.04],0.8843037991061878
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Mycoses,28264,367,1.04 [0.96-1.12],0.3388115626239035
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,27531,618,0.97 [0.91-1.03],0.3062265151250314
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,28203,715,0.99 [0.94-1.04],0.6649978110717363
SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,27139,148,0.95 [0.84-1.08],0.4554612606969905
