Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,ADGRG2,Adhesion G-protein coupled receptor G2,14034,77,3.68 [1.86-7.30],0.0001851689783082
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,AGRP,Agouti-related protein,14178,78,0.48 [0.34-0.70],8.736841239458323e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CA6,Carbonic anhydrase 6,13995,77,0.60 [0.44-0.81],0.000810379895973
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CALCA,Calcitonin,13890,77,0.54 [0.39-0.76],0.000310097500198
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,13969,78,0.35 [0.20-0.60],0.0001763759707172
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,CGA,Glycoprotein hormones alpha chain,14039,77,1.49 [1.22-1.83],0.0001135231997905
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,COL9A1,Collagen alpha-1(IX) chain,14003,76,2.61 [1.85-3.69],5.6443399854254984e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,DEFB4A_DEFB4B,Beta-defensin 4A,13845,77,0.71 [0.62-0.82],2.5175647822662023e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,DPP4,Dipeptidyl peptidase 4,13799,78,3.88 [2.00-7.51],5.791364087833831e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,EDDM3B,Epididymal secretory protein E3-beta,12234,68,0.48 [0.34-0.66],1.1988449439515252e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,14212,78,2.57 [1.49-4.42],0.0006878655373716
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,FNDC1,Fibronectin type III domain-containing protein 1,12270,68,2.43 [1.47-4.03],0.0005417500965375
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,FSHB,Follitropin subunit beta,12010,68,1.58 [1.27-1.97],3.516177918419829e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,GCG,Pro-glucagon,13739,74,0.75 [0.64-0.89],0.0006986268093279
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,GLYR1,Putative oxidoreductase GLYR1,12234,68,0.30 [0.15-0.58],0.0003773443294084
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,INSL3,Insulin-like 3,12270,68,0.67 [0.56-0.81],2.341970984969597e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,KLK3,Prostate-specific antigen,12308,68,0.71 [0.60-0.84],8.678650296724242e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,LEP,Leptin,14034,77,1.51 [1.18-1.92],0.0009773750560187
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,NOS3,"Nitric oxide synthase, endothelial",13753,74,0.42 [0.26-0.68],0.0003975348018325
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,PROK1,Prokineticin-1,14003,76,0.60 [0.46-0.78],0.0001523112203335
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,PSPN,Persephin,14003,76,0.70 [0.60-0.82],8.91978216403685e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,PZP,Pregnancy zone protein,12314,67,1.71 [1.27-2.32],0.0004859041712421
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,SCG3,Secretogranin-3,14049,77,2.83 [1.57-5.10],0.0005215308595022
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,SPINT3,Kunitz-type protease inhibitor 3,12230,68,0.82 [0.75-0.90],3.0912229334251735e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,TEX101,Testis-expressed protein 101,11965,66,0.54 [0.38-0.77],0.0006731968762554
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux rigidus,XG,Glycoprotein Xg,14148,78,2.17 [1.39-3.39],0.0006414894661089
