Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADA2,Adenosine deaminase 2,21348,130,1.81 [1.31-2.50],0.0003214858232287
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPT2,Angiopoietin-2,21626,135,1.91 [1.34-2.74],0.0003639669316281
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ASGR2,Asialoglycoprotein receptor 2,18686,114,2.94 [1.63-5.32],0.0003598292329629
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,18035,111,1.50 [1.21-1.86],0.0002515706449022
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",B4GALT1,"Beta-1,4-galactosyltransferase 1",21544,134,2.56 [1.55-4.22],0.0002441646406055
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",BTN2A1,Butyrophilin subfamily 2 member A1,21544,134,2.38 [1.45-3.89],0.0005623328213563
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",C1QA,Complement C1q subcomponent subunit A,21567,133,4.46 [2.53-7.87],2.461455274983373e-07
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CALB1,Calbindin,21358,134,1.79 [1.28-2.49],0.0005777041386169
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL11,Eotaxin,21668,133,2.74 [1.81-4.13],1.588818715918077e-06
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CCL20,C-C motif chemokine 20,21668,133,1.33 [1.17-1.51],1.097983770061179e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD27,CD27 antigen,21540,133,1.74 [1.26-2.40],0.0007067504322737
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD300E,CMRF35-like molecule 2,21553,135,1.90 [1.38-2.61],8.024443548795025e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD48,CD48 antigen,21511,134,2.20 [1.38-3.50],0.00098022803061
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD5L,CD5 antigen-like,18598,114,1.86 [1.29-2.69],0.0008318099855633
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD79B,B-cell antigen receptor complex-associated protein beta chain,21668,133,1.69 [1.28-2.22],0.0001832544115556
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CD80,T-lymphocyte activation antigen CD80,18670,114,2.13 [1.37-3.33],0.0008043307704258
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CHGA,Chromogranin-A,18681,114,1.35 [1.16-1.57],0.0001141998011278
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CKAP4,Cytoskeleton-associated protein 4,21576,132,2.18 [1.43-3.32],0.0002894411700278
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CLEC4D,C-type lectin domain family 4 member D,21405,135,1.60 [1.27-2.02],7.355347404982121e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CLEC6A,C-type lectin domain family 6 member A,20981,131,1.72 [1.28-2.31],0.0002844559465434
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CR1,Complement receptor type 1,18618,114,2.26 [1.41-3.61],0.0006926137641001
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CRIM1,Cysteine-rich motor neuron 1 protein,21544,134,3.78 [1.94-7.36],9.300500812952783e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CRX,Cone-rod homeobox protein,21053,127,1.20 [1.08-1.34],0.0009527579889945
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CSF1,Macrophage colony-stimulating factor 1,21544,134,2.39 [1.43-3.97],0.000815782932096
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CTSO,Cathepsin O,21668,133,2.53 [1.63-3.91],3.3379197244118235e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CXCL11,C-X-C motif chemokine 11,21625,133,1.36 [1.16-1.58],8.753661740806139e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CXCL8,Interleukin-8,21302,134,1.66 [1.47-1.87],4.0945291435532797e-16
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",CXCL9,C-X-C motif chemokine 9,21544,134,1.59 [1.33-1.89],3.1903513862703855e-07
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",DLL1,Delta-like protein 1,21540,133,2.58 [1.65-4.04],3.305355323972017e-05
