Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,AFM,Afamin,17003,225,0.35 [0.19-0.65],0.0008890529357116
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,ALCAM,CD166 antigen,19731,258,2.39 [1.46-3.90],0.0005071151617431
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,AMBP,Protein AMBP,19609,254,2.75 [1.64-4.59],0.0001124182301597
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CCN3,CCN family member 3,19697,258,1.80 [1.37-2.37],2.253133084064337e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CD300E,CMRF35-like molecule 2,19576,253,1.64 [1.29-2.08],5.00081059822456e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CD302,CD302 antigen,19403,253,2.05 [1.52-2.77],2.8744226349434025e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CD83,CD83 antigen,19442,252,1.83 [1.37-2.45],4.272745543247066e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CDCP1,CUB domain-containing protein 1,19308,253,1.54 [1.28-1.85],6.072510412024312e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CHGA,Chromogranin-A,16999,224,1.31 [1.18-1.46],7.100137963934875e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CKAP4,Cytoskeleton-associated protein 4,19588,257,1.97 [1.44-2.71],2.7076609501914e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CLEC5A,C-type lectin domain family 5 member A,19429,254,2.09 [1.50-2.92],1.5167376854965512e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CLMP,CXADR-like membrane protein,19643,254,2.24 [1.40-3.58],0.0007642687768044
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CNTN3,Contactin-3,19510,252,0.56 [0.40-0.78],0.0006527563128021
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,COL6A3,Collagen alpha-3(VI) chain,19731,258,1.87 [1.46-2.40],9.7607475251625e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CRTAM,Cytotoxic and regulatory T-cell molecule,19308,253,1.49 [1.20-1.84],0.0002345607830348
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CTSL,Cathepsin L1,19488,254,2.64 [1.74-4.00],5.004830778714611e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CTSV,Cathepsin L2,19577,254,0.58 [0.43-0.76],0.0001166378450689
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,EDA2R,Tumor necrosis factor receptor superfamily member 27,19643,254,1.82 [1.43-2.31],8.803854380690549e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,EFNA1,Ephrin-A1,19478,250,1.86 [1.33-2.60],0.0003114325330742
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,EFNA4,Ephrin-A4,19278,253,1.73 [1.29-2.31],0.0002210160470333
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,EPHA2,Ephrin type-A receptor 2,18775,244,1.70 [1.26-2.30],0.0004931731356452
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,EPHB4,Ephrin type-B receptor 4,19731,258,2.10 [1.46-3.02],6.202326557927092e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,FGFBP2,Fibroblast growth factor-binding protein 2,16999,224,0.63 [0.49-0.82],0.0005710964405426
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,FOLR1,Folate receptor alpha,19489,249,1.84 [1.32-2.56],0.0003274340461657
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,FOLR3,Folate receptor gamma,19506,253,1.10 [1.04-1.16],0.0002994288869744
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,GAST,Gastrin,16959,225,1.16 [1.07-1.25],0.0001930260803616
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,GDF15,Growth/differentiation factor 15,19731,258,1.41 [1.16-1.73],0.000771307278001
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,GFRA1,GDNF family receptor alpha-1,19612,254,1.85 [1.31-2.61],0.0004890476070796
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,HAVCR2,Hepatitis A virus cellular receptor 2,19510,252,1.86 [1.41-2.47],1.3747925475461488e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,16472,221,1.66 [1.23-2.24],0.0009964214348924
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,IL4R,Interleukin-4 receptor subunit alpha,19442,252,1.70 [1.32-2.18],4.148875746689176e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,ITGA11,Integrin alpha-11,19442,252,0.55 [0.40-0.75],0.0001886581305483
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,KLK4,Kallikrein-4,19643,254,1.32 [1.12-1.54],0.0007532232104541
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,19493,254,1.67 [1.31-2.12],3.456966500526804e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LAYN,Layilin,19275,253,1.84 [1.42-2.38],4.453715628099255e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LGALS9,Galectin-9,19488,255,1.88 [1.36-2.59],0.000119573068926
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LMNB2,Lamin-B2,16959,225,1.98 [1.37-2.87],0.000307732561698
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LRP1,Prolow-density lipoprotein receptor-related protein 1,19403,253,2.00 [1.37-2.93],0.000356445366823
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LRP11,Low-density lipoprotein receptor-related protein 11,19488,254,1.61 [1.22-2.14],0.0009253319913644
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LTBP2,Latent-transforming growth factor beta-binding protein 2,19731,258,1.66 [1.23-2.25],0.0009664468366557
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LTBR,Tumor necrosis factor receptor superfamily member 3,19409,254,1.85 [1.33-2.57],0.0002650026216238
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,MERTK,Tyrosine-protein kinase Mer,19678,257,2.15 [1.42-3.25],0.0003022667572768
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,NBL1,Neuroblastoma suppressor of tumorigenicity 1,19567,253,1.90 [1.31-2.77],0.0007570662009318
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,NECTIN2,Nectin-2,19451,253,1.74 [1.25-2.41],0.0008944931605259
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,NECTIN4,Nectin-4,19567,253,1.69 [1.28-2.23],0.0002284344569232
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,NOS1,"Nitric oxide synthase, brain",19046,249,1.39 [1.15-1.67],0.0005444396030242
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,ODAM,Odontogenic ameloblast-associated protein,19020,249,0.59 [0.46-0.74],6.006820614534546e-06
