Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Dental caries,ACTA2,"Actin, aortic smooth muscle",22044,89,1.70 [1.27-2.27],0.0003156026844618
Chapter XI Diseases of the digestive system,Dental caries,ACVRL1,Serine/threonine-protein kinase receptor R3,22223,90,3.25 [1.89-5.60],2.0941137033384807e-05
Chapter XI Diseases of the digestive system,Dental caries,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18975,86,2.29 [1.46-3.60],0.0003091316415096
Chapter XI Diseases of the digestive system,Dental caries,ANGPT2,Angiopoietin-2,22639,92,2.16 [1.43-3.26],0.0002556827028569
Chapter XI Diseases of the digestive system,Dental caries,ATRAID,All-trans retinoic acid-induced differentiation factor,19456,86,2.46 [1.76-3.44],1.6362884239430974e-07
Chapter XI Diseases of the digestive system,Dental caries,B2M,Beta-2-microglobulin,19578,87,1.80 [1.36-2.39],4.743180439737322e-05
Chapter XI Diseases of the digestive system,Dental caries,BMPER,BMP-binding endothelial regulator protein,19140,87,2.91 [1.58-5.37],0.0006034661249204
Chapter XI Diseases of the digestive system,Dental caries,BSG,Basigin,22645,92,3.73 [1.71-8.10],0.0008984306848333
Chapter XI Diseases of the digestive system,Dental caries,BTN2A1,Butyrophilin subfamily 2 member A1,22554,90,2.71 [1.55-4.74],0.0004696678316595
Chapter XI Diseases of the digestive system,Dental caries,CCDC80,Coiled-coil domain-containing protein 80,22465,91,2.27 [1.52-3.39],6.375312927927153e-05
Chapter XI Diseases of the digestive system,Dental caries,CCL16,C-C motif chemokine 16,22739,93,1.88 [1.31-2.71],0.0006496255567499
Chapter XI Diseases of the digestive system,Dental caries,CD300A,CMRF35-like molecule 8,19140,87,2.95 [1.67-5.21],0.0002063370710683
Chapter XI Diseases of the digestive system,Dental caries,CD300E,CMRF35-like molecule 2,22564,92,1.98 [1.37-2.85],0.0002634747611394
Chapter XI Diseases of the digestive system,Dental caries,CD59,CD59 glycoprotein,21680,90,2.92 [1.71-4.96],7.895260930183429e-05
