Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADGRG2,Adhesion G-protein coupled receptor G2,21485,751,0.57 [0.45-0.73],6.911317620478606e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADM,Pro-adrenomedullin,21684,750,1.79 [1.39-2.30],7.475429956176789e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AGR2,Anterior gradient protein 2 homolog,20788,720,1.18 [1.11-1.26],2.713375158776901e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AGRN,Agrin,21594,743,1.60 [1.33-1.92],7.655773891307855e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ANXA10,Annexin A10,20981,724,1.32 [1.23-1.42],2.057446786393074e-14
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ASGR1,Asialoglycoprotein receptor 1,21371,745,2.04 [1.64-2.53],9.332981720005167e-11
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CA9,Carbonic anhydrase 9,21684,750,1.44 [1.26-1.64],1.0083939142129813e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CBLIF,Cobalamin binding intrinsic factor,21449,750,1.58 [1.44-1.73],3.823606838585769e-23
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD302,CD302 antigen,21420,737,1.76 [1.43-2.16],7.381775806698755e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CHGA,Chromogranin-A,18761,657,2.19 [2.06-2.34],1.6039552481875335e-126
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CLSTN2,Calsyntenin-2,21730,756,0.66 [0.55-0.79],8.386473675110576e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CNTN5,Contactin-5,21555,747,0.62 [0.52-0.75],2.7531465758610895e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CSF1,Macrophage colony-stimulating factor 1,21594,743,1.84 [1.46-2.32],3.159489637444748e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CST3,Cystatin-C,21527,737,1.73 [1.38-2.16],1.6431125571070077e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CTSD,Cathepsin D,20066,691,1.46 [1.25-1.70],1.3530329046914592e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,EGFR,Epidermal growth factor receptor,21763,756,0.34 [0.22-0.50],9.80039650031675e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,EPO,Erythropoietin,21456,745,1.21 [1.12-1.30],1.149221230047547e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,F7,Coagulation factor VII,21520,739,1.72 [1.38-2.15],2.0472087926684604e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FGF23,Fibroblast growth factor 23,21651,750,1.25 [1.13-1.37],5.486697448046663e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FGFR2,Fibroblast growth factor receptor 2,21565,741,2.50 [1.87-3.34],5.827109229918822e-10
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FUOM,Fucose mutarotase,18381,648,1.39 [1.23-1.55],3.324477685499868e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,GAST,Gastrin,18743,652,1.68 [1.60-1.75],2.1392187349945022e-114
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,GDF15,Growth/differentiation factor 15,21763,756,1.71 [1.53-1.92],4.805459614428381e-20
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,GFRA1,GDNF family receptor alpha-1,21644,748,1.72 [1.37-2.15],2.419992891401029e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,GGH,Gamma-glutamyl hydrolase,21116,726,1.53 [1.27-1.83],4.668823436951146e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,GPRC5C,G-protein coupled receptor family C group 5 member C,18676,654,1.30 [1.16-1.45],9.386813476090337e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,GUSB,Beta-glucuronidase,21594,747,1.29 [1.16-1.44],2.324474968877455e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,HAVCR2,Hepatitis A virus cellular receptor 2,21501,740,1.59 [1.32-1.92],1.0056716899679277e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ICAM1,Intercellular adhesion molecule 1,21374,735,1.77 [1.42-2.21],4.143990391969266e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,18240,638,1.72 [1.43-2.06],8.628121986397333e-09
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,IL18BP,Interleukin-18-binding protein,21557,741,1.69 [1.38-2.07],4.980379353656116e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,IL1RN,Interleukin-1 receptor antagonist protein,21451,739,1.32 [1.19-1.47],1.4977528256384693e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,INHBB,Inhibin beta B chain,18381,648,1.42 [1.23-1.63],1.90223684334224e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,INHBC,Inhibin beta C chain,21501,740,1.59 [1.34-1.87],4.0807932482063366e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ITGA11,Integrin alpha-11,21456,745,0.61 [0.51-0.74],6.926838014465909e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ITGAV,Integrin alpha-V,21684,750,0.40 [0.27-0.60],5.880044658004205e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,KRT18,"Keratin, type I cytoskeletal 18",21420,737,1.21 [1.12-1.31],2.9850257811623187e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,LAMP3,Lysosome-associated membrane glycoprotein 3,21695,756,1.35 [1.20-1.53],8.37538433817775e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,LGALS9,Galectin-9,21482,737,1.77 [1.45-2.16],1.6572129102693576e-08
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,LIPF,Gastric triacylglycerol lipase,18287,632,1.79 [1.59-2.01],2.797212814851792e-22
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,MXRA8,Matrix remodeling-associated protein 8,18381,648,0.56 [0.44-0.72],4.024722815385312e-06
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,NTRK3,NT-3 growth factor receptor,21689,749,0.47 [0.35-0.63],7.025674423990422e-07
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ODAM,Odontogenic ameloblast-associated protein,20950,724,0.72 [0.63-0.82],1.8331371732123663e-06
