Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Falls/tendency to fall,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,21065,542,1.73 [1.48-2.02],9.104105623807251e-12
Chapter VI Diseases of the nervous system,Falls/tendency to fall,CCN3,CCN family member 3,25120,657,1.74 [1.44-2.10],1.0242652474866452e-08
Chapter VI Diseases of the nervous system,Falls/tendency to fall,CD302,CD302 antigen,24727,642,1.86 [1.49-2.33],3.636626879573098e-08
Chapter VI Diseases of the nervous system,Falls/tendency to fall,COL6A3,Collagen alpha-3(VI) chain,25157,659,1.70 [1.40-2.05],5.007222905059432e-08
Chapter VI Diseases of the nervous system,Falls/tendency to fall,COL9A1,Collagen alpha-1(IX) chain,24798,646,1.60 [1.40-1.83],3.1683777800230973e-12
Chapter VI Diseases of the nervous system,Falls/tendency to fall,COLEC12,Collectin-12,24853,649,1.85 [1.41-2.42],7.669440563274985e-06
Chapter VI Diseases of the nervous system,Falls/tendency to fall,CTHRC1,Collagen triple helix repeat-containing protein 1,21672,550,1.95 [1.50-2.55],8.363119776402509e-07
Chapter VI Diseases of the nervous system,Falls/tendency to fall,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,21685,545,2.04 [1.54-2.70],6.103218219947843e-07
Chapter VI Diseases of the nervous system,Falls/tendency to fall,GFRA1,GDNF family receptor alpha-1,25014,654,1.84 [1.45-2.35],6.36426199467848e-07
Chapter VI Diseases of the nervous system,Falls/tendency to fall,IGFBP4,Insulin-like growth factor-binding protein 4,24508,633,1.52 [1.30-1.77],1.958763679690898e-07
Chapter VI Diseases of the nervous system,Falls/tendency to fall,LGALS9,Galectin-9,24846,650,1.66 [1.35-2.05],2.2804424438272256e-06
Chapter VI Diseases of the nervous system,Falls/tendency to fall,NEFL,Neurofilament light polypeptide,24157,626,1.46 [1.24-1.71],4.631403192446623e-06
Chapter VI Diseases of the nervous system,Falls/tendency to fall,PLAUR,Urokinase plasminogen activator surface receptor,24689,646,1.93 [1.51-2.48],2.082978761920219e-07
Chapter VI Diseases of the nervous system,Falls/tendency to fall,RBFOX3,RNA binding protein fox-1 homolog 3,21645,546,1.55 [1.29-1.85],1.7923062228969531e-06
Chapter VI Diseases of the nervous system,Falls/tendency to fall,TIMP4,Metalloproteinase inhibitor 4,24845,643,1.54 [1.32-1.80],6.473364500483478e-08
