Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,15498,236,1.44 [1.08-1.91],0.0128643850227457
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,16172,74,1.55 [1.03-2.34],0.037747036762599
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter I Certain infectious and parasitic diseases,Other septicaemia,18350,68,1.62 [1.08-2.43],0.0184760108146405
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter II Neoplasms,Benign neoplasm: Rectum,19166,79,1.52 [1.02-2.27],0.040066151603533
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,19436,82,1.64 [1.12-2.39],0.0110488565953173
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter II Neoplasms,Benign neoplasm: Stomach,19484,58,1.80 [1.25-2.60],0.0016159207957279
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter V Mental and behavioural disorders,"Schizophrenia or delusion, excluding more controls",15617,29,2.33 [1.56-3.46],3.1817167240525204e-05
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter VI Diseases of the nervous system,Other sleep disorders,18169,130,1.59 [1.12-2.27],0.0102455851227387
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter VI Diseases of the nervous system,Sleep apnoea,19064,99,1.71 [1.17-2.49],0.0054274680343009
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,18264,350,1.35 [1.05-1.73],0.0177818576658151
CD3D,T-cell surface glycoprotein CD3 delta chain,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual disturbances,18927,81,0.27 [0.12-0.64],0.0028582562252701
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter IX Diseases of the circulatory system,Secondary right heart disease,18521,107,1.48 [1.01-2.17],0.0467885380057265
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,18522,108,1.47 [1.00-2.16],0.0471129359071533
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,18082,82,0.43 [0.19-0.97],0.0423272429995468
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XI Diseases of the digestive system,Oesophagitis,13895,344,1.31 [1.02-1.70],0.0365434240534086
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XI Diseases of the digestive system,Chronic gastritis,13670,119,1.50 [1.06-2.13],0.0219630571287908
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XI Diseases of the digestive system,Ventral hernia,14854,89,1.63 [1.07-2.49],0.0243307078084131
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XI Diseases of the digestive system,Diseases of the digestive system,18234,275,1.45 [1.12-1.87],0.0049586905726533
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XI Diseases of the digestive system,Intestinal malabsorption,18016,57,1.59 [1.07-2.38],0.0224111306026335
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XI Diseases of the digestive system,"Postprocedural disorders of digestive system, not elsewhere classified",18004,45,1.92 [1.23-2.98],0.0039092487421325
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XII Diseases of the skin and subcutaneous tissue,Disorders of skin appendages,19140,373,1.31 [1.03-1.67],0.0304102694932948
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Low back pain,16389,235,0.54 [0.34-0.86],0.010062779712062
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Disorders of synovium and tendon,16506,280,1.40 [1.08-1.80],0.0095955203700363
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,16293,67,1.78 [1.25-2.54],0.0014631669157011
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,16294,68,1.57 [1.04-2.36],0.0321968200833293
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIV Diseases of the genitourinary system,Unspecified lump in breast,10004,69,1.93 [1.27-2.92],0.0020491859449865
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIV Diseases of the genitourinary system,Inflammatory diseases of female pelvic organs,10098,147,1.54 [1.07-2.24],0.0215719726777573
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIV Diseases of the genitourinary system,Inflammatory disease of cervix uteri,9997,46,2.05 [1.24-3.39],0.0052748112512728
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIV Diseases of the genitourinary system,All dysplastic lesions of the cervix uteri,10229,49,1.86 [1.10-3.15],0.0199425741338409
CD3D,T-cell surface glycoprotein CD3 delta chain,Chapter XIV Diseases of the genitourinary system,HSIL lesion of the cervix uteri,10234,23,2.28 [1.17-4.45],0.0152315441569953
