Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",13960,48,2.36 [1.10-5.06],0.0272794964807557
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,19443,73,2.23 [1.21-4.12],0.0102259914006093
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Disorders of ocular muscles, binocular movement, accommodation and refraction",18694,58,2.19 [1.10-4.39],0.0263779787724268
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual disturbances,18901,81,0.29 [0.12-0.70],0.0057047514730211
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,14509,108,0.41 [0.20-0.87],0.0192795845677107
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter X Diseases of the respiratory system,Chronic sinusitis,18459,77,0.39 [0.16-0.94],0.0358862774054814
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XI Diseases of the digestive system,Cholecystitis,17728,104,1.91 [1.10-3.31],0.0206770996672773
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XII Diseases of the skin and subcutaneous tissue,Disorders of skin appendages,19110,370,0.67 [0.46-0.99],0.0427679950822829
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,19194,81,1.92 [1.03-3.58],0.0401139317398508
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,14101,2295,1.22 [1.05-1.43],0.011835284437965
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,13160,1354,1.28 [1.06-1.54],0.0118918196617712
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",15281,1354,1.25 [1.04-1.52],0.0193609807883119
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,12182,376,1.63 [1.19-2.22],0.0022228069771067
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",19270,189,2.03 [1.36-3.02],0.0004805992454145
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,16399,220,0.54 [0.32-0.90],0.0171459996943064
ENOX2,Ecto-NOX disulfide-thiol exchanger 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteopathies and chondropathies,17653,357,0.64 [0.43-0.95],0.0283777584817879
