Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SATB1,DNA-binding protein SATB1,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,11653,877,1.27 [1.01-1.58],0.0375366993129383
SATB1,DNA-binding protein SATB1,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,16256,60,2.12 [1.28-3.49],0.0032754830009648
SATB1,DNA-binding protein SATB1,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,19968,61,1.87 [1.11-3.16],0.0193574307549794
SATB1,DNA-binding protein SATB1,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",20046,127,1.64 [1.07-2.50],0.021876569350339
SATB1,DNA-binding protein SATB1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,18353,279,1.39 [1.00-1.93],0.0485214854577832
SATB1,DNA-binding protein SATB1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,18353,279,1.39 [1.00-1.93],0.0485214854577832
SATB1,DNA-binding protein SATB1,"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,13328,46,1.95 [1.04-3.66],0.0384904672915064
SATB1,DNA-binding protein SATB1,Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,14532,88,1.62 [1.00-2.62],0.0492605696865346
SATB1,DNA-binding protein SATB1,Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,20023,67,1.88 [1.16-3.03],0.0103520085260265
SATB1,DNA-binding protein SATB1,Chapter VI Diseases of the nervous system,Sleep apnoea,19663,101,1.74 [1.09-2.77],0.0199599794939283
SATB1,DNA-binding protein SATB1,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,14962,110,0.40 [0.18-0.92],0.0298966340167526
SATB1,DNA-binding protein SATB1,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,14881,1866,1.20 [1.03-1.40],0.019457007909681
SATB1,DNA-binding protein SATB1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,17386,974,1.27 [1.04-1.54],0.0167839664043726
SATB1,DNA-binding protein SATB1,Chapter X Diseases of the respiratory system,"Asthma, hospital admissions , main diagnosis only",18611,734,1.28 [1.03-1.60],0.024974428231955
SATB1,DNA-binding protein SATB1,Chapter X Diseases of the respiratory system,Asthma,13130,734,1.34 [1.07-1.69],0.0101732768971627
SATB1,DNA-binding protein SATB1,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",12808,734,1.35 [1.07-1.69],0.009698426023488
SATB1,DNA-binding protein SATB1,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",13123,727,1.33 [1.06-1.68],0.0130961477242723
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Diseases of pulp and periapical tissues,19497,79,0.30 [0.11-0.80],0.0167193541996434
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Ventral hernia,15325,91,1.93 [1.23-3.01],0.0040498706660842
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,19181,658,1.34 [1.07-1.67],0.0091381076254739
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,"Ulcerative colitis (strict definition, require KELA, min 2 HDR)",19978,121,1.95 [1.34-2.83],0.0004423945081423
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Ulcerative colitis,18644,121,1.97 [1.36-2.85],0.0003155869104809
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",18635,112,1.92 [1.30-2.84],0.0010042194619987
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Irritable bowel syndrome,12957,140,1.67 [1.13-2.48],0.0101605422345445
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Cholecystitis,18322,103,1.79 [1.16-2.74],0.0078761439112032
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Diseases of the digestive system,18816,282,1.71 [1.28-2.27],0.0002290477038855
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Intestinal malabsorption,18591,57,1.97 [1.16-3.32],0.0115749306177987
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,Coeliac disease,18583,49,1.87 [1.04-3.35],0.0355607206032355
SATB1,DNA-binding protein SATB1,Chapter XI Diseases of the digestive system,"Postprocedural disorders of digestive system, not elsewhere classified",18580,46,2.41 [1.44-4.03],0.0008582239918247
SATB1,DNA-binding protein SATB1,Chapter XII Diseases of the skin and subcutaneous tissue,"Cutaneous abscess, furuncle and carbuncle",18937,58,1.82 [1.00-3.28],0.0482274097794962
SATB1,DNA-binding protein SATB1,Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,19825,81,1.71 [1.02-2.86],0.0420992164174788
SATB1,DNA-binding protein SATB1,Chapter XII Diseases of the skin and subcutaneous tissue,Psoriasis,19802,58,2.04 [1.19-3.51],0.0093521437460817
SATB1,DNA-binding protein SATB1,Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified psoriasis,19792,48,2.16 [1.22-3.82],0.007833711350495
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,13167,3817,1.18 [1.04-1.33],0.0082808942411856
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,14562,2363,1.22 [1.06-1.40],0.0045567363952684
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Soft tissue disorders,17861,1136,1.20 [1.00-1.44],0.0467609346259235
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,13582,1383,1.29 [1.09-1.52],0.0033913567599067
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",15788,1383,1.27 [1.08-1.50],0.0043786118056205
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,12281,82,1.90 [1.16-3.11],0.0113357125327829
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",19461,79,1.92 [1.15-3.20],0.012716436997965
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,12577,378,1.47 [1.13-1.91],0.0046645614249538
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",19905,190,1.56 [1.10-2.22],0.0127820368507345
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spondylopathies,16970,322,1.46 [1.10-1.96],0.0099545178689076
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spinal stenosis,16748,100,1.71 [1.09-2.68],0.0191265987334902
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,16796,71,1.70 [1.02-2.86],0.0428694220606292
SATB1,DNA-binding protein SATB1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other soft tissue disorders, not elsewhere classified",17120,395,1.34 [1.01-1.78],0.0429688166826692
SATB1,DNA-binding protein SATB1,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,14811,3500,1.13 [1.01-1.28],0.0402583673518514
SATB1,DNA-binding protein SATB1,Chapter XIV Diseases of the genitourinary system,Diseases of male genital organs,7717,730,1.31 [1.06-1.63],0.0142084759323836
SATB1,DNA-binding protein SATB1,Chapter XIV Diseases of the genitourinary system,Acute renal failure,17194,47,1.96 [1.01-3.82],0.0466339031891063
SATB1,DNA-binding protein SATB1,Chapter XIV Diseases of the genitourinary system,"Redundant prepuce, phimosis and paraphimosis",7050,63,1.81 [1.03-3.19],0.038672381022956
