Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter V Mental and behavioural disorders,Other anxiety disorders,18423,54,0.36 [0.14-0.91],0.0304808338788033
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,14181,85,1.57 [1.03-2.40],0.0357924617960019
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,19528,64,1.92 [1.27-2.91],0.0020253832149193
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,10315,61,0.35 [0.14-0.88],0.0261095493180095
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter IX Diseases of the circulatory system,Venous thromboembolism,18840,235,0.63 [0.41-0.95],0.0287256353214743
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter XI Diseases of the digestive system,Inguinal hernia,15530,684,0.74 [0.59-0.94],0.0145388802075511
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter XI Diseases of the digestive system,Ventral hernia,14932,86,1.94 [1.31-2.86],0.0009269931820813
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter XI Diseases of the digestive system,"Postprocedural disorders of digestive system, not elsewhere classified",18117,42,2.53 [1.70-3.77],5.488142351394559e-06
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter XII Diseases of the skin and subcutaneous tissue,Diseases of the skin and subcutaneous tissue,16490,1348,1.22 [1.06-1.41],0.005187240257152
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,17446,81,1.65 [1.08-2.51],0.0206592518539253
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",19165,143,0.56 [0.33-0.97],0.038235992628443
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter XIV Diseases of the genitourinary system,Inflammatory diseases of prostate (prostatitis),6875,54,0.30 [0.12-0.79],0.0143240056519196
SCN3A,Sodium channel protein type 3 subunit alpha,Chapter XIV Diseases of the genitourinary system,Other noninflammatory disorders of vagina,7933,46,2.28 [1.44-3.59],0.0004027187283307
