Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,19356,59,1.37 [1.04-1.81],0.0265020141095674
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,19206,47,0.49 [0.24-0.99],0.045476834109434
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter V Mental and behavioural disorders,Depression,18286,181,1.23 [1.01-1.48],0.0354098417915478
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter V Mental and behavioural disorders,Depression or dysthymia,15517,158,1.25 [1.03-1.52],0.0249536775422828
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter VI Diseases of the nervous system,Migraine,18089,50,1.48 [1.11-1.97],0.0070626234757101
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter VI Diseases of the nervous system,"Migraine, unspecified, drug-induced",19291,45,1.40 [1.02-1.93],0.0399691184930552
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter VI Diseases of the nervous system,"Other and unspecified nerve root and plexus disorders, also in other diseases",18000,86,1.34 [1.05-1.70],0.0186218007382047
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter IX Diseases of the circulatory system,Secondary right heart disease,18521,107,0.66 [0.44-1.00],0.0492967884842535
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,18522,108,0.65 [0.43-0.99],0.0430175681505927
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter IX Diseases of the circulatory system,Paroxysmal tachycardia,7747,115,0.50 [0.32-0.78],0.0024136301174378
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter X Diseases of the respiratory system,Deviated nasal septum,18518,119,0.67 [0.46-0.99],0.0457438371055187
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter X Diseases of the respiratory system,Pleural effusion,17157,117,0.64 [0.43-0.95],0.0282658900919443
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XI Diseases of the digestive system,Irritable bowel syndrome,12557,130,1.29 [1.05-1.59],0.0169172101139296
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XI Diseases of the digestive system,Diseases of the digestive system,18234,275,1.22 [1.04-1.42],0.0157124256814515
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XI Diseases of the digestive system,Intestinal malabsorption,18016,57,1.41 [1.07-1.84],0.0130017382190236
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,13168,1341,1.11 [1.02-1.21],0.018687259865517
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",15311,1341,1.11 [1.02-1.21],0.0162431410906359
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,12422,595,1.14 [1.01-1.28],0.0393113858142276
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,12201,374,1.18 [1.02-1.36],0.0244117230007093
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,12162,335,1.18 [1.01-1.37],0.0347507961262503
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,19122,147,1.27 [1.04-1.55],0.0198603131840814
SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,Chapter XIV Diseases of the genitourinary system,Endometriosis,7878,52,1.39 [1.03-1.86],0.0286972062953068
