Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
STXBP1,Syntaxin-binding protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,44154,1992,1.11 [1.05-1.17],0.0003105104099802
STXBP1,Syntaxin-binding protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,44379,462,0.76 [0.68-0.85],1.85393004949469e-06
STXBP1,Syntaxin-binding protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",44301,384,0.69 [0.61-0.78],3.392314305289784e-09
STXBP1,Syntaxin-binding protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,40258,6058,1.08 [1.04-1.11],3.980362621553374e-06
STXBP1,Syntaxin-binding protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,43785,2609,1.07 [1.02-1.12],0.0056111391837573
STXBP1,Syntaxin-binding protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases","Hyperlipidaemia, other/unspecified",35286,1086,1.11 [1.03-1.19],0.0081739643400991
STXBP1,Syntaxin-binding protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,42745,8545,1.05 [1.03-1.08],0.0001108971452777
STXBP1,Syntaxin-binding protein 1,Chapter IX Diseases of the circulatory system,Cardiomyopathy,37347,292,0.82 [0.71-0.94],0.0053907425595203
STXBP1,Syntaxin-binding protein 1,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,39143,13140,1.03 [1.01-1.06],0.0021283335103918
STXBP1,Syntaxin-binding protein 1,Chapter IX Diseases of the circulatory system,Hypertension,40706,11240,1.05 [1.03-1.08],2.9627442957252142e-05
STXBP1,Syntaxin-binding protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, essential",40718,11252,1.05 [1.03-1.08],3.713498296333969e-05
STXBP1,Syntaxin-binding protein 1,Chapter IX Diseases of the circulatory system,"Hypertension, portal",44405,133,0.75 [0.61-0.92],0.0067407201204766
STXBP1,Syntaxin-binding protein 1,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",40090,1214,1.11 [1.03-1.19],0.0037231278646056
STXBP1,Syntaxin-binding protein 1,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",33093,3089,1.07 [1.02-1.12],0.0028020484533852
STXBP1,Syntaxin-binding protein 1,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",33502,3041,1.07 [1.02-1.12],0.003645905130516
STXBP1,Syntaxin-binding protein 1,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,42950,4844,1.06 [1.02-1.10],0.0015232365889756
STXBP1,Syntaxin-binding protein 1,Chapter X Diseases of the respiratory system,Chronic sinusitis,42460,262,1.22 [1.05-1.43],0.0098595113809473
STXBP1,Syntaxin-binding protein 1,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,41111,9035,1.04 [1.01-1.07],0.0036320504829991
STXBP1,Syntaxin-binding protein 1,Chapter XI Diseases of the digestive system,Coeliac disease,41957,205,1.35 [1.14-1.61],0.0007309816559057
STXBP1,Syntaxin-binding protein 1,Chapter XI Diseases of the digestive system,Embedded and impacted teeth,44560,92,1.52 [1.17-1.97],0.0017435906543629
STXBP1,Syntaxin-binding protein 1,Chapter XI Diseases of the digestive system,Impacted teeth,44572,86,1.71 [1.31-2.25],0.0001016950563373
STXBP1,Syntaxin-binding protein 1,Chapter XI Diseases of the digestive system,Intestinal malabsorption,41995,243,1.30 [1.11-1.53],0.0012609088872907
STXBP1,Syntaxin-binding protein 1,Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,42966,1298,1.10 [1.02-1.17],0.0088141606776614
STXBP1,Syntaxin-binding protein 1,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,43387,1719,1.08 [1.02-1.15],0.0086966358368785
STXBP1,Syntaxin-binding protein 1,Chapter XI Diseases of the digestive system,Palatinal maxillary canine,44542,108,1.44 [1.13-1.84],0.0028671357741423
STXBP1,Syntaxin-binding protein 1,Chapter XI Diseases of the digestive system,Ulcerative colitis,41945,277,1.22 [1.05-1.42],0.0080551687792997
STXBP1,Syntaxin-binding protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibromyalgia,38542,391,1.21 [1.07-1.37],0.0031355706943649
STXBP1,Syntaxin-binding protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,44053,625,1.17 [1.06-1.29],0.0024016665073583
STXBP1,Syntaxin-binding protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,35246,4278,1.05 [1.01-1.09],0.0082878375967002
STXBP1,Syntaxin-binding protein 1,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,44357,109,0.73 [0.58-0.92],0.0085332102017267
STXBP1,Syntaxin-binding protein 1,Chapter XIV Diseases of the genitourinary system,Irregular menses,23773,109,0.74 [0.59-0.93],0.0090531473651205
