Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,44506,2158,1.07 [1.02-1.12],0.0048026549868315
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,48618,1816,1.07 [1.02-1.12],0.0078593045571414
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter II Neoplasms,"Non-small cell lung cancer, excluding all cancers (controls excluding all cancers)",40404,441,1.17 [1.06-1.28],0.0014683114902529
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",33379,340,1.15 [1.04-1.28],0.0066172837617387
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter IX Diseases of the circulatory system,Hypotension,50029,2294,1.08 [1.04-1.13],0.0002537126581547
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,43567,2007,1.07 [1.02-1.12],0.0079910096396249
SIGLEC15,Sialic acid-binding Ig-like lectin 15,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Senile cataract,46487,3516,0.94 [0.90-0.98],0.0027466366811503
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter X Diseases of the respiratory system,Interstitial lung disease,47863,616,1.12 [1.03-1.21],0.0087649369147346
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter XI Diseases of the digestive system,Diseases of peritoneum,50141,924,1.12 [1.05-1.19],0.0009827576993857
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter XI Diseases of the digestive system,"Hepatic failure, not elsewhere classified",48574,125,1.27 [1.09-1.49],0.0020073918428923
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter XI Diseases of the digestive system,Other diseases of peritoneum,50010,793,1.12 [1.04-1.20],0.0016376006963224
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter XII Diseases of the skin and subcutaneous tissue,Arthropathic psoriasis,49684,141,0.71 [0.55-0.92],0.0090223015740347
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter XII Diseases of the skin and subcutaneous tissue,Follicular cysts of skin and subcutaneous tissue,49174,610,0.87 [0.78-0.97],0.0092520505403145
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,49199,257,1.16 [1.04-1.30],0.0096658484346316
SIGLEC15,Sialic acid-binding Ig-like lectin 15,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,48186,2973,1.06 [1.01-1.10],0.0077275626020144
