Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
MZT1,Mitotic-spindle organizing protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,49670,2329,1.13 [1.05-1.21],0.0004390489869952
MZT1,Mitotic-spindle organizing protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",49838,446,0.72 [0.60-0.86],0.0003861656416073
MZT1,Mitotic-spindle organizing protein 1,Chapter X Diseases of the respiratory system,Later onset COPD,48382,1705,1.13 [1.04-1.22],0.0033751891449941
MZT1,Mitotic-spindle organizing protein 1,Chapter XI Diseases of the digestive system,Alcoholic liver disease,48578,144,0.61 [0.43-0.85],0.0041159882238775
MZT1,Mitotic-spindle organizing protein 1,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",50028,196,0.62 [0.47-0.83],0.0013660166649452
MZT1,Mitotic-spindle organizing protein 1,Chapter XI Diseases of the digestive system,Fibrosis and cirrhosis of liver,48672,238,0.65 [0.50-0.85],0.0012637935513861
MZT1,Mitotic-spindle organizing protein 1,Chapter XI Diseases of the digestive system,Impacted teeth,50144,98,1.42 [1.09-1.86],0.0097710426878108
MZT1,Mitotic-spindle organizing protein 1,Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,48623,189,0.65 [0.49-0.87],0.0037344862780429
MZT1,Mitotic-spindle organizing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",50025,878,1.19 [1.07-1.32],0.0015966034917814
MZT1,Mitotic-spindle organizing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,50049,854,1.19 [1.07-1.32],0.0015192748998769
MZT1,Mitotic-spindle organizing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,39657,4827,1.07 [1.02-1.12],0.006805909305326
MZT1,Mitotic-spindle organizing protein 1,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,35719,889,1.20 [1.08-1.33],0.0005765500257438
MZT1,Mitotic-spindle organizing protein 1,Chapter XIV Diseases of the genitourinary system,"Other cystitis, drug-induced",50290,127,0.57 [0.40-0.82],0.0026813633416733
