Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
EDDM3B,Epididymal secretory protein E3-beta,Chapter I Certain infectious and parasitic diseases,"Bacterial infection, other or unspecified",42841,239,0.71 [0.55-0.90],0.0058319065347434
EDDM3B,Epididymal secretory protein E3-beta,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,43014,5935,0.94 [0.89-0.98],0.009113974629935
EDDM3B,Epididymal secretory protein E3-beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of other endocrine glands,44446,539,1.23 [1.06-1.43],0.0077490907305948
EDDM3B,Epididymal secretory protein E3-beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,44124,217,1.60 [1.29-1.97],1.2296978432644849e-05
EDDM3B,Epididymal secretory protein E3-beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Hyperparathyroidism,44114,207,1.61 [1.30-2.00],1.0162245603396484e-05
EDDM3B,Epididymal secretory protein E3-beta,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,43518,3190,0.84 [0.79-0.90],3.004501699419389e-07
EDDM3B,Epididymal secretory protein E3-beta,Chapter IX Diseases of the circulatory system,Cerebral atherosclerosis,44577,76,0.54 [0.35-0.84],0.006552766697149
EDDM3B,Epididymal secretory protein E3-beta,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,29540,171,1.50 [1.19-1.89],0.0005325281908084
EDDM3B,Epididymal secretory protein E3-beta,Chapter IX Diseases of the circulatory system,Left bundle-branch block,37551,617,0.78 [0.67-0.91],0.0013255402423651
EDDM3B,Epididymal secretory protein E3-beta,Chapter XI Diseases of the digestive system,Irritable bowel syndrome,32421,949,0.81 [0.70-0.93],0.0021239828613641
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Bursitis of shoulder,38178,132,1.47 [1.12-1.94],0.0056996589793539
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,32830,1948,0.89 [0.81-0.97],0.0074744111034117
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,31887,1005,1.20 [1.09-1.33],0.0003582022705109
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",44445,989,1.21 [1.09-1.33],0.0002240505478786
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,42900,1927,0.88 [0.79-0.97],0.0089585904360728
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other disorders of the musculoskeletal system and connective tissue,44527,172,0.63 [0.46-0.86],0.0037094128616768
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,42709,2319,1.22 [1.14-1.31],5.3001381116899465e-08
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIV Diseases of the genitourinary system,Chronic nephritic syndrome,44230,110,2.04 [1.61-2.57],2.032297698250078e-09
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIV Diseases of the genitourinary system,Dialysis,40504,114,2.39 [1.96-2.91],5.485391713177851e-18
EDDM3B,Epididymal secretory protein E3-beta,Chapter XIV Diseases of the genitourinary system,Recurrent and persistent haematuria,44210,90,1.56 [1.14-2.14],0.0058639409618254
