Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,AMN,Protein amnionless,20069,23,3.08 [1.90-4.99],4.686951492787754e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,APOA4,Apolipoprotein A-IV,17701,19,3.22 [1.80-5.75],7.859063181899593e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ASGR1,Asialoglycoprotein receptor 1,20234,21,3.70 [1.66-8.26],0.0013919508226199
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,C1R,Complement C1r subcomponent,17701,19,3.70 [1.59-8.61],0.002414897774784
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CCL25,C-C motif chemokine 25,20661,23,2.73 [1.33-5.61],0.0063385546061205
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CD160,CD160 antigen,20661,23,2.32 [1.25-4.31],0.0079675510876046
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CD177,CD177 antigen,20397,22,0.71 [0.58-0.88],0.0015038026257982
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CD274,Programmed cell death 1 ligand 1,20234,21,3.57 [1.94-6.56],4.3066974888298985e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CD300A,CMRF35-like molecule 8,17285,19,5.27 [1.71-16.25],0.0037829365454339
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CD74,HLA class II histocompatibility antigen gamma chain,20600,22,3.52 [1.41-8.77],0.0068574915231952
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CD83,CD83 antigen,20400,21,3.20 [1.46-7.01],0.0036674677249163
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CDCP1,CUB domain-containing protein 1,20234,21,2.16 [1.26-3.69],0.0050271479803429
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CDH3,Cadherin-3,20600,22,4.37 [2.08-9.17],9.97413339938917e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CGREF1,Cell growth regulator with EF hand domain protein 1,20415,23,2.76 [1.31-5.83],0.0078511334600295
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CKAP4,Cytoskeleton-associated protein 4,20560,23,3.34 [1.54-7.22],0.0022086923760778
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CLEC14A,C-type lectin domain family 14 member A,20432,22,4.17 [1.63-10.65],0.0028442164299757
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CLGN,Calmegin,17219,19,2.40 [1.60-3.59],2.186942685616689e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,COL18A1,Collagen alpha-1(XVIII) chain,20514,23,6.01 [1.56-23.06],0.0090111576693531
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,CRELD1,Protein disulfide isomerase CRELD1,17285,19,4.73 [1.61-13.90],0.0046912379452801
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,DSC2,Desmocollin-2,20187,22,3.57 [1.42-9.01],0.006971729538242
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,DSG3,Desmoglein-3,20534,22,4.21 [1.88-9.44],0.0004909118784111
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,EDA2R,Tumor necrosis factor receptor superfamily member 27,20600,22,3.24 [1.69-6.22],0.0004169869890484
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,EFNA4,Ephrin-A4,20196,21,3.45 [1.60-7.45],0.0016339162687276
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,EPHA2,Ephrin type-A receptor 2,19647,21,3.93 [1.74-8.86],0.0009778887229389
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,EPHB4,Ephrin type-B receptor 4,20678,23,4.25 [1.47-12.28],0.0076083249235785
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,EVI2B,Protein EVI2B,17066,16,1.99 [1.20-3.28],0.0072387509608421
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,FAM3D,Protein FAM3D,17637,19,2.40 [1.45-3.97],0.0006618396912552
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,GALNT5,Polypeptide N-acetylgalactosaminyltransferase 5,17700,18,3.67 [1.47-9.13],0.0051941513031001
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,GDF15,Growth/differentiation factor 15,20678,23,2.31 [1.37-3.90],0.0016182827891803
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,GUCA2A,Guanylin,20321,21,4.54 [2.23-9.21],2.8876146416674164e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,HAVCR2,Hepatitis A virus cellular receptor 2,20432,22,4.32 [2.16-8.61],3.365104150041963e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,HIF1A,Hypoxia-inducible factor 1-alpha,17161,19,1.69 [1.22-2.33],0.0015067878359615
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,HYOU1,Hypoxia up-regulated protein 1,20678,23,9.26 [2.39-35.78],0.001255908483916
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,IGFBP4,Insulin-like growth factor-binding protein 4,20180,22,2.61 [1.57-4.32],0.0001972021954423
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,IGSF8,Immunoglobulin superfamily member 8,20415,23,2.85 [1.38-5.91],0.0047816871839605
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,IL17A,Interleukin-17A,20026,23,1.91 [1.23-2.95],0.0036654508986214
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,IL17C,Interleukin-17C,20069,23,1.78 [1.26-2.50],0.0010165558877007
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,IL19,Interleukin-19,19910,23,1.69 [1.25-2.28],0.0005567836405548
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,IL22RA1,Interleukin-22 receptor subunit alpha-1,20069,23,1.74 [1.19-2.55],0.0046558168174417
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1",17200,19,1.83 [1.33-2.53],0.0002183022262268
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,KLK13,Kallikrein-13,19944,21,2.79 [1.42-5.47],0.0029513182665341
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,KLK4,Kallikrein-4,20600,22,2.07 [1.41-3.03],0.0001819639463562
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,LAYN,Layilin,20201,21,3.21 [1.49-6.91],0.0028196446149576
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,LCN15,Lipocalin-15,17648,18,1.79 [1.23-2.63],0.0026364398983719
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,LGALS7_LGALS7B,Galectin-7,20379,22,2.39 [1.46-3.91],0.000547207839523
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,LTBP2,Latent-transforming growth factor beta-binding protein 2,20678,23,3.45 [1.40-8.49],0.0069791243898711
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,MATN3,Matrilin-3,20196,21,2.97 [1.40-6.31],0.0046616514997967
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,MSMB,Beta-microseminoprotein,20410,23,1.95 [1.19-3.19],0.0081560496619691
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,MYOM1,Myomesin-1,17138,18,1.86 [1.23-2.82],0.0034947685251683
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,NECTIN4,Nectin-4,20469,21,3.00 [1.49-6.06],0.0021763594616017
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,PCDH1,Protocadherin-1,20596,23,4.61 [1.95-10.88],0.0004820609084356
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,PI3,Elafin,20159,23,2.20 [1.55-3.13],1.2184812085607482e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,PILRA,Paired immunoglobulin-like type 2 receptor alpha,20432,22,4.34 [2.05-9.17],0.0001210286469851
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,PILRB,Paired immunoglobulin-like type 2 receptor beta,20415,23,3.26 [1.57-6.78],0.0015149851697139
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,PLXDC2,Plexin domain-containing protein 2,17645,19,2.88 [1.47-5.64],0.0020338002070155
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,PZP,Pregnancy zone protein,17701,19,4.03 [1.75-9.31],0.0010769558525635
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,REG1A,Lithostathine-1-alpha,20334,23,2.53 [1.60-4.00],7.600217178172798e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,REG1B,Lithostathine-1-beta,20678,23,2.12 [1.37-3.27],0.0007449216004708
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,REG3A,Regenerating islet-derived protein 3-alpha,20678,23,1.83 [1.16-2.89],0.0099921023797354
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,RNASE3,Eosinophil cationic protein,20319,23,0.53 [0.35-0.81],0.0028249083808163
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,SAA4,Serum amyloid A-4 protein,17701,19,7.51 [4.49-12.57],1.7128168909463128e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,SAP18,Histone deacetylase complex subunit SAP18,17382,18,0.45 [0.27-0.74],0.001545153142671
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Trochanteric bursitis,SCARB2,Lysosome membrane protein 2,19841,19,3.25 [1.51-7.00],0.0026322184026176
