Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,A1BG,Alpha-1B-glycoprotein,20112,1021,1.72 [1.20-2.48],0.0034208135242968
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ABCA2,ATP-binding cassette sub-family A member 2,19404,987,1.29 [1.09-1.52],0.0025023591618293
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",22643,1150,1.15 [1.08-1.22],1.5063182885588465e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACE2,Angiotensin-converting enzyme 2,22769,1146,1.22 [1.11-1.33],1.5723693687306695e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACTA2,"Actin, aortic smooth muscle",22769,1146,1.28 [1.15-1.42],6.159471692438971e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACVRL1,Serine/threonine-protein kinase receptor R3,22947,1170,1.81 [1.50-2.18],6.091622235200944e-10
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACY1,Aminoacylase-1,23185,1173,1.16 [1.07-1.26],0.0002461459252513
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,19404,987,1.20 [1.08-1.34],0.0006422394167338
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADA2,Adenosine deaminase 2,23068,1172,1.31 [1.17-1.47],3.092918035538892e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,19494,992,1.64 [1.39-1.92],1.350785696992945e-09
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,23361,1191,1.39 [1.18-1.65],0.0001224780616195
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,20030,1014,1.57 [1.30-1.90],2.927459781835394e-06
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,23086,1169,1.28 [1.13-1.46],0.0001075383409545
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,23251,1182,0.82 [0.73-0.92],0.0005422386399555
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADAMTSL2,ADAMTS-like protein 2,20092,1018,1.71 [1.46-2.00],3.0675529369044163e-11
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRB3,Adhesion G protein-coupled receptor B3,22947,1170,1.29 [1.11-1.51],0.0009106443364101
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRD1,Adhesion G-protein coupled receptor D1,19640,983,1.33 [1.15-1.53],0.0001455158200323
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRE1,Adhesion G protein-coupled receptor E1,20030,1014,1.16 [1.04-1.30],0.0062661182066593
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRE5,Adhesion G protein-coupled receptor E5,23369,1182,1.26 [1.07-1.47],0.0050008780076708
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADGRG1,Adhesion G-protein coupled receptor G1,23086,1169,1.13 [1.07-1.19],1.7375197132107146e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADIPOQ,Adiponectin,20112,1021,1.13 [1.04-1.23],0.0049836379712735
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ADM,Pro-adrenomedullin,23392,1191,1.97 [1.62-2.40],1.6843096940209974e-11
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGR2,Anterior gradient protein 2 homolog,22509,1139,1.14 [1.08-1.21],8.760183370669802e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGRN,Agrin,23270,1190,1.42 [1.25-1.63],2.4087917219358656e-07
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGRP,Agouti-related protein,23461,1191,1.17 [1.06-1.29],0.0017830738464458
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AGXT,Serine--pyruvate aminotransferase,23185,1173,1.16 [1.08-1.23],1.415260456554826e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",23054,1167,1.07 [1.02-1.13],0.0037583638681556
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AKR1B10,Aldo-keto reductase family 1 member B10,19556,987,1.20 [1.10-1.31],3.080472626378645e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ALCAM,CD166 antigen,23481,1189,1.64 [1.27-2.11],0.0001581741948573
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",20054,1015,1.22 [1.08-1.38],0.0015854274271656
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,ALPP,"Alkaline phosphatase, placental type",23086,1169,1.10 [1.05-1.15],8.924834751626207e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AMBP,Protein AMBP,23358,1188,1.75 [1.37-2.25],1.0708891058247847e-05
Chapter XI Diseases of the digestive system,Other diseases of the digestive system,AMIGO2,Amphoterin-induced protein 2,23086,1169,1.35 [1.09-1.68],0.0070566386802335
